NO_OF_FRAMES	921
NO_OF_DATA_TYPES	1
FREQUENCY	500
TIME_STAMP	2024-10-20, 19:27:27
DATA_INCLUDED	Angular Velocity
DATA_TYPES	Angular_Velocity

Frame	Time	Angular_Velocity	
2833	5.66400	-0.774
2834	5.66600	-2.356
2835	5.66800	-1.801
2836	5.67000	-0.660
2837	5.67200	-1.719
2838	5.67400	0.681
2839	5.67600	1.164
2840	5.67800	-0.166
2841	5.68000	0.944
2842	5.68200	1.821
2843	5.68400	1.674
2844	5.68600	0.425
2845	5.68800	0.923
2846	5.69000	1.718
2847	5.69200	-1.013
2848	5.69400	-0.786
2849	5.69600	0.976
2850	5.69800	-0.155
2851	5.70000	-0.665
2852	5.70200	-0.063
2853	5.70400	0.772
2854	5.70600	0.986
2855	5.70800	0.766
2856	5.71000	0.715
2857	5.71200	1.256
2858	5.71400	0.680
2859	5.71600	-0.488
2860	5.71800	0.015
2861	5.72000	0.008
2862	5.72200	-0.468
2863	5.72400	-2.012
2864	5.72600	-1.988
2865	5.72800	0.218
2866	5.73000	-0.761
2867	5.73200	-0.939
2868	5.73400	1.271
2869	5.73600	1.428
2870	5.73800	0.558
2871	5.74000	0.856
2872	5.74200	1.594
2873	5.74400	0.125
2874	5.74600	-2.002
2875	5.74800	-0.565
2876	5.75000	0.393
2877	5.75200	-1.511
2878	5.75400	-1.755
2879	5.75600	-1.298
2880	5.75800	-0.781
2881	5.76000	0.042
2882	5.76200	-0.262
2883	5.76400	-0.649
2884	5.76600	0.397
2885	5.76800	1.687
2886	5.77000	0.024
2887	5.77200	-0.037
2888	5.77400	1.599
2889	5.77600	-0.289
2890	5.77800	-1.576
2891	5.78000	0.070
2892	5.78200	0.003
2893	5.78400	-1.819
2894	5.78600	-1.714
2895	5.78800	-0.267
2896	5.79000	-0.866
2897	5.79200	-1.194
2898	5.79400	1.279
2899	5.79600	1.305
2900	5.79800	-0.127
2901	5.80000	-0.412
2902	5.80200	-0.029
2903	5.80400	0.303
2904	5.80600	-0.389
2905	5.80800	-1.403
2906	5.81000	-1.681
2907	5.81200	-0.874
2908	5.81400	-1.089
2909	5.81600	-1.192
2910	5.81800	-0.541
2911	5.82000	0.254
2912	5.82200	0.966
2913	5.82400	-0.131
2914	5.82600	0.355
2915	5.82800	1.434
2916	5.83000	-0.125
2917	5.83200	-0.268
2918	5.83400	0.857
2919	5.83600	0.432
2920	5.83800	-0.153
2921	5.84000	0.660
2922	5.84200	0.960
2923	5.84400	0.056
2924	5.84600	0.333
2925	5.84800	1.530
2926	5.85000	1.113
2927	5.85200	-0.621
2928	5.85400	-0.153
2929	5.85600	0.343
2930	5.85800	-0.736
2931	5.86000	-0.956
2932	5.86200	-0.752
2933	5.86400	-0.773
2934	5.86600	-0.120
2935	5.86800	-0.077
2936	5.87000	-1.458
2937	5.87200	0.510
2938	5.87400	1.857
2939	5.87600	-0.428
2940	5.87800	-0.301
2941	5.88000	1.196
2942	5.88200	1.110
2943	5.88400	-0.054
2944	5.88600	0.149
2945	5.88800	0.801
2946	5.89000	0.536
2947	5.89200	0.751
2948	5.89400	0.597
2949	5.89600	-0.607
2950	5.89800	-0.927
2951	5.90000	-0.936
2952	5.90200	-0.948
2953	5.90400	0.117
2954	5.90600	-0.577
2955	5.90800	-1.277
2956	5.91000	0.728
2957	5.91200	1.519
2958	5.91400	0.139
2959	5.91600	0.505
2960	5.91800	1.118
2961	5.92000	0.599
2962	5.92200	1.033
2963	5.92400	0.651
2964	5.92600	0.628
2965	5.92800	0.762
2966	5.93000	0.203
2967	5.93200	0.039
2968	5.93400	-0.485
2969	5.93600	-0.551
2970	5.93800	-0.701
2971	5.94000	-1.199
2972	5.94200	-1.668
2973	5.94400	-1.878
2974	5.94600	-1.193
2975	5.94800	-0.020
2976	5.95000	0.630
2977	5.95200	1.137
2978	5.95400	1.888
2979	5.95600	2.027
2980	5.95800	1.801
2981	5.96000	1.939
2982	5.96200	1.620
2983	5.96400	0.908
2984	5.96600	0.706
2985	5.96800	0.462
2986	5.97000	-0.179
2987	5.97200	0.301
2988	5.97400	-0.354
2989	5.97600	-2.261
2990	5.97800	-0.386
2991	5.98000	0.822
2992	5.98200	0.046
2993	5.98400	0.973
2994	5.98600	1.388
2995	5.98800	1.648
2996	5.99000	2.087
2997	5.99200	1.267
2998	5.99400	0.866
2999	5.99600	0.623
3000	5.99800	0.422
3001	6.00000	1.179
3002	6.00200	1.308
3003	6.00400	1.947
3004	6.00600	1.825
3005	6.00800	1.402
3006	6.01000	2.405
3007	6.01200	1.580
3008	6.01400	1.161
3009	6.01600	2.144
3010	6.01800	1.338
3011	6.02000	0.656
3012	6.02200	0.206
3013	6.02400	-0.525
3014	6.02600	-0.957
3015	6.02800	-1.500
3016	6.03000	-0.655
3017	6.03200	-0.824
3018	6.03400	-0.266
3019	6.03600	2.254
3020	6.03800	2.017
3021	6.04000	1.257
3022	6.04200	2.960
3023	6.04400	3.291
3024	6.04600	2.574
3025	6.04800	3.198
3026	6.05000	2.318
3027	6.05200	0.796
3028	6.05400	-0.491
3029	6.05600	-0.680
3030	6.05800	-0.941
3031	6.06000	-1.687
3032	6.06200	-1.189
3033	6.06400	-1.068
3034	6.06600	-0.285
3035	6.06800	0.163
3036	6.07000	-0.205
3037	6.07200	1.041
3038	6.07400	1.483
3039	6.07600	1.274
3040	6.07800	2.197
3041	6.08000	1.511
3042	6.08200	0.640
3043	6.08400	0.627
3044	6.08600	-0.997
3045	6.08800	-0.739
3046	6.09000	-0.529
3047	6.09200	-1.972
3048	6.09400	-1.033
3049	6.09600	-0.394
3050	6.09800	-0.455
3051	6.10000	0.063
3052	6.10200	-0.303
3053	6.10400	-0.734
3054	6.10600	0.117
3055	6.10800	0.352
3056	6.11000	-0.731
3057	6.11200	-0.398
3058	6.11400	0.428
3059	6.11600	-1.018
3060	6.11800	-1.649
3061	6.12000	-0.705
3062	6.12200	-0.740
3063	6.12400	0.053
3064	6.12600	0.152
3065	6.12800	0.464
3066	6.13000	2.030
3067	6.13200	0.917
3068	6.13400	0.932
3069	6.13600	1.281
3070	6.13800	-0.004
3071	6.14000	0.635
3072	6.14200	1.094
3073	6.14400	-0.233
3074	6.14600	-0.544
3075	6.14800	-0.198
3076	6.15000	-1.697
3077	6.15200	-2.371
3078	6.15400	-1.696
3079	6.15600	-1.681
3080	6.15800	-1.433
3081	6.16000	-0.232
3082	6.16200	0.191
3083	6.16400	-0.144
3084	6.16600	1.049
3085	6.16800	1.091
3086	6.17000	0.590
3087	6.17200	1.981
3088	6.17400	1.394
3089	6.17600	1.135
3090	6.17800	1.842
3091	6.18000	0.172
3092	6.18200	-1.268
3093	6.18400	-0.340
3094	6.18600	-0.073
3095	6.18800	-0.853
3096	6.19000	-0.723
3097	6.19200	-0.583
3098	6.19400	-0.389
3099	6.19600	-0.608
3100	6.19800	-0.797
3101	6.20000	0.166
3102	6.20200	0.301
3103	6.20400	-0.283
3104	6.20600	1.680
3105	6.20800	1.398
3106	6.21000	-0.225
3107	6.21200	2.032
3108	6.21400	1.803
3109	6.21600	-0.683
3110	6.21800	0.395
3111	6.22000	0.705
3112	6.22200	-1.697
3113	6.22400	-0.805
3114	6.22600	0.134
3115	6.22800	-1.815
3116	6.23000	-1.334
3117	6.23200	-0.177
3118	6.23400	-1.325
3119	6.23600	-0.565
3120	6.23800	0.745
3121	6.24000	-1.258
3122	6.24200	-0.993
3123	6.24400	0.606
3124	6.24600	-0.454
3125	6.24800	-0.374
3126	6.25000	-0.174
3127	6.25200	0.022
3128	6.25400	1.033
3129	6.25600	0.159
3130	6.25800	-0.049
3131	6.26000	0.392
3132	6.26200	-0.953
3133	6.26400	-0.786
3134	6.26600	-0.046
3135	6.26800	-2.141
3136	6.27000	-1.955
3137	6.27200	-0.501
3138	6.27400	-2.907
3139	6.27600	-2.563
3140	6.27800	-0.184
3141	6.28000	-1.205
3142	6.28200	-0.548
3143	6.28400	1.888
3144	6.28600	0.503
3145	6.28800	-0.742
3146	6.29000	0.932
3147	6.29200	0.102
3148	6.29400	-1.206
3149	6.29600	-0.548
3150	6.29800	-0.954
3151	6.30000	-0.478
3152	6.30200	-0.012
3153	6.30400	-0.902
3154	6.30600	-0.245
3155	6.30800	-0.886
3156	6.31000	-1.065
3157	6.31200	0.302
3158	6.31400	-1.421
3159	6.31600	-1.133
3160	6.31800	1.382
3161	6.32000	-0.014
3162	6.32200	-0.443
3163	6.32400	1.958
3164	6.32600	0.025
3165	6.32800	-1.054
3166	6.33000	2.114
3167	6.33200	0.897
3168	6.33400	-0.405
3169	6.33600	2.420
3170	6.33800	1.854
3171	6.34000	-0.210
3172	6.34200	1.988
3173	6.34400	0.979
3174	6.34600	-1.777
3175	6.34800	-0.346
3176	6.35000	0.207
3177	6.35200	0.017
3178	6.35400	0.114
3179	6.35600	-0.797
3180	6.35800	0.716
3181	6.36000	2.540
3182	6.36200	1.280
3183	6.36400	0.814
3184	6.36600	1.736
3185	6.36800	1.801
3186	6.37000	1.531
3187	6.37200	-0.172
3188	6.37400	-0.421
3189	6.37600	2.200
3190	6.37800	1.785
3191	6.38000	-0.981
3192	6.38200	-0.642
3193	6.38400	1.797
3194	6.38600	1.065
3195	6.38800	0.221
3196	6.39000	0.790
3197	6.39200	0.332
3198	6.39400	0.391
3199	6.39600	0.918
3200	6.39800	0.536
3201	6.40000	1.357
3202	6.40200	0.842
3203	6.40400	-0.524
3204	6.40600	0.239
3205	6.40800	0.969
3206	6.41000	1.435
3207	6.41200	1.201
3208	6.41400	0.849
3209	6.41600	1.604
3210	6.41800	1.107
3211	6.42000	0.206
3212	6.42200	0.766
3213	6.42400	-0.605
3214	6.42600	-2.018
3215	6.42800	-0.157
3216	6.43000	1.205
3217	6.43200	-0.133
3218	6.43400	-0.037
3219	6.43600	1.357
3220	6.43800	1.158
3221	6.44000	0.950
3222	6.44200	1.395
3223	6.44400	0.251
3224	6.44600	-0.011
3225	6.44800	0.581
3226	6.45000	-0.053
3227	6.45200	-0.228
3228	6.45400	-0.541
3229	6.45600	-0.718
3230	6.45800	0.080
3231	6.46000	0.765
3232	6.46200	0.909
3233	6.46400	0.806
3234	6.46600	0.372
3235	6.46800	-0.497
3236	6.47000	0.120
3237	6.47200	2.606
3238	6.47400	3.960
3239	6.47600	1.800
3240	6.47800	0.213
3241	6.48000	0.160
3242	6.48200	0.038
3243	6.48400	-0.380
3244	6.48600	-1.964
3245	6.48800	-1.693
3246	6.49000	-0.354
3247	6.49200	-0.040
3248	6.49400	-0.472
3249	6.49600	0.463
3250	6.49800	1.657
3251	6.50000	2.085
3252	6.50200	2.070
3253	6.50400	1.833
3254	6.50600	2.215
3255	6.50800	2.826
3256	6.51000	1.728
3257	6.51200	-0.546
3258	6.51400	-0.797
3259	6.51600	-0.185
3260	6.51800	-0.758
3261	6.52000	-2.169
3262	6.52200	-3.110
3263	6.52400	-1.149
3264	6.52600	2.325
3265	6.52800	2.717
3266	6.53000	1.690
3267	6.53200	1.838
3268	6.53400	2.245
3269	6.53600	1.918
3270	6.53800	0.396
3271	6.54000	-1.336
3272	6.54200	-1.278
3273	6.54400	-0.037
3274	6.54600	0.008
3275	6.54800	-0.636
3276	6.55000	-0.027
3277	6.55200	1.174
3278	6.55400	0.928
3279	6.55600	0.864
3280	6.55800	2.038
3281	6.56000	1.835
3282	6.56200	0.079
3283	6.56400	-0.712
3284	6.56600	-0.050
3285	6.56800	1.222
3286	6.57000	1.274
3287	6.57200	-0.157
3288	6.57400	-0.680
3289	6.57600	-0.201
3290	6.57800	1.176
3291	6.58000	0.888
3292	6.58200	0.376
3293	6.58400	1.676
3294	6.58600	2.201
3295	6.58800	1.888
3296	6.59000	1.565
3297	6.59200	-0.044
3298	6.59400	-0.839
3299	6.59600	0.656
3300	6.59800	1.046
3301	6.60000	0.939
3302	6.60200	-0.176
3303	6.60400	-0.441
3304	6.60600	0.892
3305	6.60800	0.356
3306	6.61000	-0.456
3307	6.61200	-0.182
3308	6.61400	1.182
3309	6.61600	1.442
3310	6.61800	0.431
3311	6.62000	1.073
3312	6.62200	2.941
3313	6.62400	4.154
3314	6.62600	1.883
3315	6.62800	-1.168
3316	6.63000	-0.529
3317	6.63200	1.526
3318	6.63400	1.080
3319	6.63600	-0.506
3320	6.63800	-0.888
3321	6.64000	0.417
3322	6.64200	1.387
3323	6.64400	0.260
3324	6.64600	-0.841
3325	6.64800	-0.558
3326	6.65000	0.493
3327	6.65200	0.728
3328	6.65400	-0.281
3329	6.65600	-0.379
3330	6.65800	0.568
3331	6.66000	1.057
3332	6.66200	1.758
3333	6.66400	1.949
3334	6.66600	0.416
3335	6.66800	-0.175
3336	6.67000	0.042
3337	6.67200	0.001
3338	6.67400	-0.578
3339	6.67600	-2.015
3340	6.67800	-1.825
3341	6.68000	-0.430
3342	6.68200	0.698
3343	6.68400	0.514
3344	6.68600	-0.914
3345	6.68800	-0.177
3346	6.69000	1.418
3347	6.69200	1.833
3348	6.69400	3.211
3349	6.69600	3.296
3350	6.69800	1.316
3351	6.70000	-0.014
3352	6.70200	-0.560
3353	6.70400	-0.165
3354	6.70600	0.230
3355	6.70800	-0.248
3356	6.71000	-0.879
3357	6.71200	-1.208
3358	6.71400	0.282
3359	6.71600	0.959
3360	6.71800	0.799
3361	6.72000	1.628
3362	6.72200	1.677
3363	6.72400	1.075
3364	6.72600	-0.641
3365	6.72800	-1.611
3366	6.73000	-0.550
3367	6.73200	0.429
3368	6.73400	-0.390
3369	6.73600	-1.137
3370	6.73800	0.049
3371	6.74000	1.148
3372	6.74200	0.396
3373	6.74400	-0.206
3374	6.74600	-0.094
3375	6.74800	0.067
3376	6.75000	0.931
3377	6.75200	1.306
3378	6.75400	1.174
3379	6.75600	1.290
3380	6.75800	0.734
3381	6.76000	0.083
3382	6.76200	-0.386
3383	6.76400	-1.232
3384	6.76600	-1.749
3385	6.76800	-0.960
3386	6.77000	0.033
3387	6.77200	0.424
3388	6.77400	0.629
3389	6.77600	1.592
3390	6.77800	2.503
3391	6.78000	1.689
3392	6.78200	0.579
3393	6.78400	0.584
3394	6.78600	0.704
3395	6.78800	0.135
3396	6.79000	-0.941
3397	6.79200	-1.892
3398	6.79400	-2.376
3399	6.79600	-2.251
3400	6.79800	-0.636
3401	6.80000	1.294
3402	6.80200	1.368
3403	6.80400	0.127
3404	6.80600	-0.289
3405	6.80800	-0.281
3406	6.81000	0.803
3407	6.81200	1.969
3408	6.81400	1.300
3409	6.81600	-0.255
3410	6.81800	-0.606
3411	6.82000	-0.495
3412	6.82200	-1.746
3413	6.82400	-1.921
3414	6.82600	-0.847
3415	6.82800	1.176
3416	6.83000	3.427
3417	6.83200	3.757
3418	6.83400	2.260
3419	6.83600	0.637
3420	6.83800	-0.185
3421	6.84000	-0.618
3422	6.84200	0.446
3423	6.84400	1.256
3424	6.84600	0.373
3425	6.84800	0.273
3426	6.85000	0.479
3427	6.85200	0.743
3428	6.85400	1.170
3429	6.85600	0.233
3430	6.85800	0.180
3431	6.86000	1.424
3432	6.86200	1.339
3433	6.86400	0.213
3434	6.86600	0.114
3435	6.86800	1.213
3436	6.87000	1.790
3437	6.87200	0.875
3438	6.87400	1.006
3439	6.87600	1.852
3440	6.87800	1.521
3441	6.88000	0.866
3442	6.88200	-0.072
3443	6.88400	-0.766
3444	6.88600	-0.428
3445	6.88800	0.326
3446	6.89000	1.073
3447	6.89200	1.219
3448	6.89400	1.914
3449	6.89600	3.177
3450	6.89800	2.109
3451	6.90000	-0.569
3452	6.90200	-2.410
3453	6.90400	-1.167
3454	6.90600	2.184
3455	6.90800	3.351
3456	6.91000	2.064
3457	6.91200	0.110
3458	6.91400	-0.049
3459	6.91600	0.690
3460	6.91800	0.233
3461	6.92000	0.268
3462	6.92200	0.996
3463	6.92400	1.821
3464	6.92600	1.134
3465	6.92800	0.375
3466	6.93000	-0.210
3467	6.93200	-0.947
3468	6.93400	-1.087
3469	6.93600	-0.916
3470	6.93800	0.147
3471	6.94000	1.353
3472	6.94200	1.678
3473	6.94400	0.991
3474	6.94600	0.587
3475	6.94800	0.695
3476	6.95000	0.393
3477	6.95200	1.115
3478	6.95400	2.357
3479	6.95600	2.195
3480	6.95800	2.086
3481	6.96000	0.204
3482	6.96200	-1.788
3483	6.96400	-1.271
3484	6.96600	-0.536
3485	6.96800	-0.139
3486	6.97000	-0.141
3487	6.97200	0.557
3488	6.97400	2.338
3489	6.97600	1.751
3490	6.97800	0.419
3491	6.98000	-0.261
3492	6.98200	-0.272
3493	6.98400	1.138
3494	6.98600	2.167
3495	6.98800	1.143
3496	6.99000	-0.372
3497	6.99200	-0.108
3498	6.99400	0.814
3499	6.99600	0.414
3500	6.99800	-0.394
3501	7.00000	0.663
3502	7.00200	1.526
3503	7.00400	1.166
3504	7.00600	0.669
3505	7.00800	-0.430
3506	7.01000	-1.583
3507	7.01200	-1.692
3508	7.01400	-0.939
3509	7.01600	-0.407
3510	7.01800	0.675
3511	7.02000	1.549
3512	7.02200	0.666
3513	7.02400	-0.512
3514	7.02600	-1.078
3515	7.02800	0.099
3516	7.03000	1.490
3517	7.03200	1.532
3518	7.03400	1.067
3519	7.03600	0.585
3520	7.03800	-0.057
3521	7.04000	-0.263
3522	7.04200	-0.422
3523	7.04400	-0.270
3524	7.04600	-0.182
3525	7.04800	-0.283
3526	7.05000	0.495
3527	7.05200	1.327
3528	7.05400	0.756
3529	7.05600	-1.151
3530	7.05800	-1.941
3531	7.06000	-1.644
3532	7.06200	0.782
3533	7.06400	2.596
3534	7.06600	1.668
3535	7.06800	0.895
3536	7.07000	0.318
3537	7.07200	-0.014
3538	7.07400	-0.396
3539	7.07600	-0.621
3540	7.07800	0.359
3541	7.08000	0.981
3542	7.08200	0.680
3543	7.08400	-0.164
3544	7.08600	-1.277
3545	7.08800	-1.666
3546	7.09000	-1.350
3547	7.09200	0.174
3548	7.09400	1.558
3549	7.09600	0.995
3550	7.09800	0.305
3551	7.10000	0.308
3552	7.10200	0.598
3553	7.10400	0.447
3554	7.10600	0.095
3555	7.10800	0.002
3556	7.11000	-0.169
3557	7.11200	1.212
3558	7.11400	1.953
3559	7.11600	0.860
3560	7.11800	-0.285
3561	7.12000	-0.768
3562	7.12200	-0.170
3563	7.12400	0.413
3564	7.12600	0.748
3565	7.12800	0.974
3566	7.13000	0.407
3567	7.13200	-0.859
3568	7.13400	-0.682
3569	7.13600	-0.057
3570	7.13800	-0.263
3571	7.14000	0.221
3572	7.14200	1.038
3573	7.14400	1.692
3574	7.14600	1.438
3575	7.14800	0.442
3576	7.15000	-0.279
3577	7.15200	0.302
3578	7.15400	1.581
3579	7.15600	1.256
3580	7.15800	0.047
3581	7.16000	-0.571
3582	7.16200	-0.659
3583	7.16400	-1.451
3584	7.16600	-1.590
3585	7.16800	-0.292
3586	7.17000	0.217
3587	7.17200	0.288
3588	7.17400	0.854
3589	7.17600	1.242
3590	7.17800	1.109
3591	7.18000	1.310
3592	7.18200	0.058
3593	7.18400	-1.447
3594	7.18600	0.056
3595	7.18800	1.719
3596	7.19000	0.640
3597	7.19200	-0.086
3598	7.19400	-0.054
3599	7.19600	-0.866
3600	7.19800	-1.128
3601	7.20000	-0.501
3602	7.20200	0.613
3603	7.20400	0.638
3604	7.20600	0.787
3605	7.20800	1.839
3606	7.21000	0.987
3607	7.21200	-0.286
3608	7.21400	-0.960
3609	7.21600	-0.945
3610	7.21800	0.380
3611	7.22000	1.279
3612	7.22200	1.142
3613	7.22400	0.365
3614	7.22600	-0.370
3615	7.22800	-0.461
3616	7.23000	0.434
3617	7.23200	0.972
3618	7.23400	0.828
3619	7.23600	0.552
3620	7.23800	0.293
3621	7.24000	0.973
3622	7.24200	1.471
3623	7.24400	0.380
3624	7.24600	-0.488
3625	7.24800	-0.499
3626	7.25000	-0.786
3627	7.25200	-1.210
3628	7.25400	-1.628
3629	7.25600	-1.327
3630	7.25800	-0.073
3631	7.26000	1.287
3632	7.26200	2.553
3633	7.26400	3.688
3634	7.26600	3.483
3635	7.26800	2.042
3636	7.27000	0.747
3637	7.27200	0.793
3638	7.27400	1.508
3639	7.27600	0.399
3640	7.27800	-1.705
3641	7.28000	-2.580
3642	7.28200	-2.465
3643	7.28400	-0.195
3644	7.28600	2.806
3645	7.28800	1.996
3646	7.29000	0.904
3647	7.29200	2.266
3648	7.29400	2.330
3649	7.29600	1.606
3650	7.29800	1.452
3651	7.30000	0.581
3652	7.30200	-1.453
3653	7.30400	-1.566
3654	7.30600	-0.350
3655	7.30800	0.528
3656	7.31000	0.806
3657	7.31200	0.759
3658	7.31400	1.569
3659	7.31600	2.765
3660	7.31800	3.490
3661	7.32000	2.352
3662	7.32200	-0.054
3663	7.32400	-1.621
3664	7.32600	-1.284
3665	7.32800	0.070
3666	7.33000	1.077
3667	7.33200	0.990
