NO_OF_FRAMES	1598
NO_OF_CAMERAS	2
NO_OF_MARKERS	6
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-21, 11:34:23.998	926997.74098940
DATA_INCLUDED	3D
MARKER_NAMES	v43_3g_orgio	v43_3g_X	v43_3g_Y	h43_5g_origo	h43_5g_X	h43_5g_Y
TRAJECTORY_TYPES	Measured	Mixed	Measured	Measured	Measured	Measured
Frame	Time	v43_3g_orgio X	v43_3g_orgio Y	v43_3g_orgio Z	v43_3g_X X	v43_3g_X Y	v43_3g_X Z	v43_3g_Y X	v43_3g_Y Y	v43_3g_Y Z	h43_5g_origo X	h43_5g_origo Y	h43_5g_origo Z	h43_5g_X X	h43_5g_X Y	h43_5g_X Z	h43_5g_Y X	h43_5g_Y Y	h43_5g_Y Z	
4939	9.87600	434.910	570.256	163.505	401.282	615.964	164.359	394.544	532.121	163.770	451.625	442.515	163.009	504.650	423.807	162.978	468.860	494.969	164.932
4940	9.87800	435.087	570.328	163.509	401.712	616.187	164.335	394.607	532.324	163.755	451.470	442.508	163.052	504.317	423.620	162.977	468.799	494.916	164.933
4941	9.88000	435.280	570.408	163.500	401.989	616.319	164.367	394.677	532.536	163.756	451.162	442.491	163.076	503.983	423.452	163.005	468.738	494.872	164.917
4942	9.88200	435.504	570.481	163.472	402.403	616.532	164.390	394.746	532.740	163.771	450.790	442.531	163.057	503.667	423.301	163.000	468.670	494.827	164.902
4943	9.88400	435.674	570.561	163.463	402.711	616.719	164.362	394.785	532.960	163.787	450.594	442.582	162.984	503.319	423.149	162.995	468.599	494.783	164.918
4944	9.88600	435.849	570.614	163.501	403.088	616.939	164.405	394.840	533.208	163.758	450.411	442.610	162.990	502.995	422.998	162.990	468.524	494.747	164.887
4945	9.88800	436.043	570.669	163.473	403.450	617.138	164.331	394.903	533.420	163.728	450.125	442.584	163.033	502.680	422.837	162.971	468.462	494.703	164.903
4946	9.89000	436.228	570.759	163.446	403.780	617.304	164.400	394.965	533.632	163.730	449.745	442.632	162.998	502.341	422.659	162.953	468.399	494.659	164.919
4947	9.89200	436.428	570.821	163.468	404.149	617.475	164.339	395.012	533.836	163.746	449.586	442.692	162.943	502.022	422.499	162.967	468.322	494.623	164.919
4948	9.89400	436.590	570.883	163.459	404.486	617.632	164.422	395.074	534.039	163.763	449.361	442.720	162.914	501.690	422.357	162.976	468.239	494.587	164.889
4949	9.89600	436.800	570.965	163.418	404.833	617.848	164.350	395.129	534.277	163.748	449.089	442.711	162.956	501.350	422.206	162.971	468.160	494.542	164.906
4950	9.89800	436.983	571.045	163.439	405.201	618.049	164.423	395.199	534.499	163.734	448.724	442.768	162.937	501.007	422.064	163.013	468.107	494.507	164.905
4951	9.90000	437.175	571.125	163.460	405.579	618.248	164.348	395.254	534.720	163.720	448.572	442.837	162.898	500.693	421.912	162.977	468.037	494.472	164.905
4952	9.90200	437.359	571.186	163.482	405.909	618.396	164.417	395.316	534.923	163.736	448.339	442.866	162.866	500.355	421.752	162.957	467.975	494.428	164.920
4953	9.90400	437.576	571.276	163.457	406.278	618.558	164.371	395.385	535.117	163.769	448.082	442.875	162.939	500.020	421.591	162.971	467.891	494.401	164.905
4954	9.90600	437.745	571.365	163.463	406.608	618.733	164.425	395.440	535.365	163.740	447.721	442.950	162.953	499.697	421.458	162.963	467.805	494.374	164.920
4955	9.90800	437.952	571.437	163.469	406.946	618.904	164.396	395.511	535.595	163.712	447.554	443.011	162.927	499.364	421.316	162.973	467.743	494.338	164.921
4956	9.91000	438.129	571.491	163.474	407.361	619.135	164.391	395.580	535.807	163.743	447.336	443.049	162.911	499.022	421.183	162.999	467.659	494.311	164.905
4957	9.91200	438.338	571.563	163.447	407.684	619.303	164.395	395.634	536.001	163.777	447.071	443.076	162.982	498.682	421.041	163.008	467.574	494.275	164.906
4958	9.91400	438.531	571.626	163.437	408.068	619.481	164.416	395.697	536.213	163.747	446.718	443.132	162.998	498.359	420.898	162.987	467.498	494.248	164.891
4959	9.91600	438.700	571.688	163.459	408.375	619.605	164.432	395.782	536.443	163.749	446.506	443.169	162.986	498.010	420.755	162.998	467.414	494.221	164.875
4960	9.91800	438.907	571.732	163.480	408.768	619.792	164.408	395.852	536.673	163.750	446.316	443.188	162.975	497.664	420.613	162.976	467.338	494.194	164.860
4961	9.92000	439.092	571.796	163.467	409.089	619.925	164.439	395.914	536.876	163.770	446.059	443.215	163.047	497.354	420.471	162.987	467.269	494.158	164.860
4962	9.92200	439.277	571.860	163.455	409.506	620.167	164.387	395.968	537.097	163.756	445.713	443.263	163.079	497.004	420.320	163.015	467.200	494.114	164.844
4963	9.92400	439.437	571.911	163.494	409.843	620.299	164.420	396.054	537.301	163.740	445.480	443.282	163.035	496.680	420.197	163.021	467.131	494.079	164.844
4964	9.92600	439.638	571.992	163.485	410.243	620.503	164.429	396.123	537.512	163.774	445.290	443.318	163.024	496.325	420.079	163.014	467.070	494.052	164.828
4965	9.92800	439.854	572.055	163.475	410.542	620.626	164.478	396.178	537.742	163.779	445.056	443.336	163.082	495.983	419.964	163.038	467.001	494.016	164.829
4966	9.93000	440.046	572.109	163.479	410.919	620.796	164.450	396.256	537.946	163.734	444.688	443.358	163.099	495.651	419.830	163.031	466.924	493.988	164.814
4967	9.93200	440.222	572.171	163.500	411.271	620.919	164.499	396.349	538.176	163.735	444.470	443.393	163.056	495.343	419.679	163.026	466.848	493.961	164.799
4968	9.93400	440.430	572.242	163.507	411.642	621.107	164.443	396.418	538.352	163.769	444.257	443.439	163.059	494.978	419.553	163.037	466.754	493.924	164.802
4969	9.93600	440.639	572.314	163.483	412.011	621.268	164.431	396.488	538.555	163.789	444.038	443.465	163.101	494.647	419.420	163.030	466.678	493.896	164.787
4970	9.93800	440.816	572.367	163.489	412.396	621.446	164.422	396.582	538.786	163.729	443.702	443.487	163.118	494.312	419.287	163.055	466.595	493.861	164.756
4971	9.94000	441.023	572.439	163.494	412.748	621.595	164.489	396.676	539.034	163.700	443.467	443.540	163.074	493.962	419.153	163.081	466.517	493.834	164.772
4972	9.94200	441.222	572.483	163.514	413.124	621.737	164.507	396.729	539.210	163.735	443.224	443.620	163.073	493.638	419.030	163.089	466.439	493.798	164.772
4973	9.94400	441.438	572.546	163.505	413.477	621.869	164.541	396.798	539.404	163.771	443.059	443.664	163.116	493.282	418.930	163.080	466.379	493.754	164.756
4974	9.94600	441.624	572.600	163.479	413.831	622.012	164.528	396.885	539.608	163.725	442.717	443.695	163.114	492.935	418.813	163.073	466.301	493.728	164.771
4975	9.94800	441.801	572.636	163.483	414.215	622.164	164.531	397.001	539.829	163.711	442.476	443.782	163.036	492.594	418.689	163.081	466.231	493.701	164.786
4976	9.95000	442.000	572.681	163.503	414.561	622.316	164.503	397.047	540.049	163.764	442.255	443.863	163.037	492.268	418.556	163.106	466.169	493.666	164.786
4977	9.95200	442.193	572.745	163.492	414.968	622.486	164.508	397.109	540.244	163.767	442.084	443.915	163.062	491.891	418.430	163.084	466.099	493.639	164.801
4978	9.95400	442.402	572.790	163.482	415.314	622.619	164.510	397.210	540.457	163.737	441.727	443.973	163.042	491.568	418.314	163.074	466.030	493.603	164.802
4979	9.95600	442.556	572.825	163.487	415.690	622.769	164.546	397.288	540.651	163.739	441.484	444.052	163.011	491.233	418.173	163.117	465.945	493.567	164.803
4980	9.95800	442.740	572.861	163.493	416.036	622.885	164.546	397.333	540.845	163.775	441.269	444.124	163.029	490.860	418.040	163.141	465.828	493.530	164.805
4981	9.96000	442.963	572.915	163.496	416.413	623.036	164.551	397.419	541.066	163.763	441.046	444.193	163.020	490.544	417.941	163.132	465.743	493.511	164.806
4982	9.96200	443.148	572.962	163.483	416.766	623.152	164.550	397.559	541.297	163.734	440.723	444.242	162.983	490.174	417.842	163.122	465.674	493.484	164.791
4983	9.96400	443.317	572.997	163.489	417.159	623.315	164.508	397.621	541.509	163.737	440.470	444.287	162.987	489.818	417.735	163.128	465.597	493.448	164.791
4984	9.96600	443.495	573.041	163.479	417.519	623.439	164.524	397.674	541.676	163.789	440.254	444.332	163.025	489.486	417.628	163.135	465.520	493.413	164.790
4985	9.96800	443.711	573.104	163.470	417.896	623.582	164.511	397.767	541.870	163.792	440.000	444.400	162.985	489.141	417.511	163.095	465.444	493.369	164.774
4986	9.97000	443.928	573.142	163.442	418.249	623.706	164.529	397.892	542.092	163.747	439.713	444.424	162.997	488.771	417.402	163.071	465.368	493.334	164.774
4987	9.97200	444.112	573.178	163.445	418.664	623.848	164.549	397.954	542.313	163.736	439.468	444.461	163.017	488.453	417.270	163.096	465.292	493.308	164.756
4988	9.97400	444.295	573.221	163.498	418.994	623.963	164.580	398.031	542.498	163.788	439.236	444.514	163.039	488.112	417.155	163.119	465.223	493.290	164.755
4989	9.97600	444.504	573.276	163.473	419.378	624.106	164.569	398.139	542.693	163.790	438.997	444.565	163.033	487.746	417.031	163.159	465.146	493.262	164.741
4990	9.97800	444.713	573.347	163.449	419.762	624.213	164.585	398.224	542.897	163.777	438.724	444.608	163.075	487.432	416.941	163.133	465.076	493.226	164.743
4991	9.98000	444.913	573.366	163.452	420.140	624.348	164.555	398.287	543.091	163.750	438.468	444.653	163.143	487.068	416.826	163.155	465.007	493.181	164.729
4992	9.98200	445.112	573.393	163.472	420.508	624.455	164.571	398.372	543.294	163.771	438.247	444.705	163.102	486.726	416.736	163.161	464.922	493.144	164.731
4993	9.98400	445.327	573.447	163.478	420.877	624.581	164.556	398.519	543.516	163.759	438.009	444.781	163.047	486.396	416.638	163.150	464.822	493.116	164.717
4994	9.98600	445.542	573.500	163.484	421.247	624.696	164.559	398.604	543.719	163.747	437.761	444.843	163.085	486.024	416.548	163.155	464.753	493.089	164.702
4995	9.98800	445.736	573.537	163.458	421.662	624.822	164.545	398.697	543.887	163.767	437.492	444.914	163.105	485.685	416.449	163.146	464.691	493.053	164.702
4996	9.99000	445.935	573.564	163.477	422.006	624.945	164.593	398.788	544.090	163.819	437.270	444.992	163.077	485.339	416.341	163.122	464.631	493.026	164.687
4997	9.99200	446.112	573.600	163.481	422.375	625.061	164.594	398.898	544.285	163.760	437.041	445.078	163.035	484.967	416.233	163.129	464.547	493.000	164.671
4998	9.99400	446.320	573.636	163.487	422.774	625.176	164.627	398.992	544.489	163.717	436.795	445.157	163.039	484.634	416.118	163.151	464.479	492.973	164.655
4999	9.99600	446.528	573.663	163.476	423.137	625.303	164.582	399.077	544.692	163.737	436.532	445.228	163.060	484.286	416.004	163.174	464.402	492.955	164.653
5000	9.99800	446.727	573.690	163.496	423.497	625.400	164.612	399.168	544.877	163.788	436.287	445.280	163.049	483.922	415.913	163.179	464.272	492.921	164.650
5001	10.00000	446.881	573.709	163.499	423.873	625.499	164.611	399.254	545.063	163.776	436.042	445.366	163.008	483.581	415.816	163.201	464.201	492.893	164.667
5002	10.00200	447.074	573.737	163.486	424.234	625.597	164.611	399.331	545.257	163.779	435.796	445.445	163.013	483.210	415.719	163.220	464.123	492.857	164.668
5003	10.00400	447.282	573.773	163.491	424.625	625.705	164.626	399.425	545.461	163.768	435.534	445.488	163.020	482.847	415.637	163.209	464.046	492.839	164.669
5004	10.00600	447.475	573.800	163.480	424.964	625.813	164.609	399.517	545.673	163.773	435.280	445.549	163.026	482.493	415.573	163.196	463.921	492.793	164.687
5005	10.00800	447.659	573.818	163.484	425.347	625.927	164.643	399.618	545.859	163.762	435.017	445.636	163.016	482.130	415.484	163.199	463.843	492.767	164.701
5006	10.01000	447.820	573.828	163.502	425.717	626.035	164.627	399.703	546.044	163.781	434.771	445.697	163.023	481.764	415.395	163.236	463.774	492.731	164.701
5007	10.01200	447.997	573.864	163.506	426.077	626.150	164.660	399.796	546.221	163.785	434.485	445.741	163.060	481.398	415.322	163.175	463.697	492.713	164.701
5008	10.01400	448.206	573.901	163.480	426.469	626.259	164.644	399.895	546.415	163.821	434.237	445.811	163.082	481.028	415.240	163.164	463.612	492.695	164.700
5009	10.01600	448.398	573.919	163.484	426.830	626.373	164.677	399.981	546.610	163.794	433.991	445.898	163.071	480.679	415.135	163.200	463.535	492.660	164.700
5010	10.01800	448.574	573.928	163.504	427.205	626.463	164.690	400.060	546.823	163.767	433.736	445.986	163.091	480.309	415.054	163.188	463.405	492.643	164.695
5011	10.02000	448.743	573.947	163.506	427.559	626.544	164.688	400.160	547.017	163.772	433.452	446.029	163.097	479.930	414.954	163.179	463.305	492.624	164.696
5012	10.02200	448.928	573.983	163.510	427.912	626.633	164.702	400.244	547.193	163.807	433.206	446.134	163.084	479.574	414.866	163.214	463.207	492.597	164.649
5013	10.02400	449.121	574.010	163.499	428.274	626.706	164.683	400.329	547.361	163.827	432.968	446.239	163.071	479.223	414.752	163.268	463.122	492.578	164.650
5014	10.02600	449.314	574.020	163.486	428.657	626.803	164.713	400.430	547.556	163.800	432.723	446.326	163.058	478.848	414.687	163.223	463.014	492.550	164.636
5015	10.02800	449.498	574.038	163.491	428.996	626.886	164.679	400.531	547.769	163.774	432.453	446.379	163.080	478.476	414.624	163.240	462.913	492.523	164.652
5016	10.03000	449.691	574.057	163.494	429.388	626.984	164.679	400.647	547.954	163.794	432.206	446.466	163.070	478.136	414.527	163.261	462.837	492.496	164.635
5017	10.03200	449.868	574.085	163.482	429.757	627.083	164.678	400.739	548.140	163.814	431.984	446.553	163.057	477.771	414.474	163.292	462.761	492.469	164.620
5018	10.03400	450.053	574.095	163.469	430.119	627.166	164.644	400.832	548.326	163.804	431.755	446.614	163.031	477.374	414.425	163.214	462.684	492.433	164.620
5019	10.03600	450.246	574.114	163.472	430.533	627.272	164.661	400.940	548.503	163.808	431.478	446.693	163.035	477.041	414.337	163.249	462.607	492.416	164.619
5020	10.03800	450.445	574.132	163.476	430.895	627.363	164.643	401.034	548.688	163.797	431.215	446.780	163.057	476.661	414.249	163.284	462.501	492.390	164.601
5021	10.04000	450.646	574.142	163.464	431.294	627.453	164.657	401.127	548.874	163.786	430.977	446.849	163.047	476.310	414.211	163.219	462.388	492.363	164.553
5022	10.04200	450.824	574.170	163.452	431.653	627.523	164.700	401.220	549.087	163.759	430.722	446.920	163.067	475.931	414.138	163.224	462.303	492.327	164.553
5023	10.04400	451.001	574.188	163.456	432.006	627.595	164.713	401.321	549.255	163.748	430.462	447.006	163.024	475.582	414.042	163.274	462.211	492.317	164.537
5024	10.04600	451.208	574.207	163.459	432.390	627.667	164.725	401.413	549.432	163.784	430.207	447.094	163.044	475.246	413.988	163.241	462.126	492.299	164.537
5025	10.04800	451.400	574.208	163.462	432.750	627.729	164.753	401.513	549.608	163.820	429.969	447.191	163.047	474.813	413.913	163.215	462.003	492.262	164.538
5026	10.05000	451.616	574.219	163.449	433.103	627.793	164.748	401.645	549.795	163.777	429.700	447.287	163.049	474.465	413.844	163.246	461.920	492.244	164.506
5027	10.05200	451.779	574.246	163.437	433.472	627.857	164.743	401.745	549.989	163.783	429.446	447.383	163.053	474.123	413.748	163.298	461.827	492.226	164.505
5028	10.05400	451.939	574.272	163.457	433.840	627.946	164.758	401.853	550.166	163.788	429.205	447.472	163.104	473.717	413.700	163.251	461.742	492.200	164.520
5029	10.05600	452.138	574.265	163.475	434.210	628.001	164.737	401.947	550.352	163.777	428.961	447.568	163.074	473.344	413.629	163.284	461.634	492.182	164.518
5030	10.05800	452.339	574.275	163.462	434.579	628.092	164.720	402.047	550.546	163.782	428.717	447.646	163.047	473.011	413.552	163.333	461.542	492.164	164.516
5031	10.06000	452.546	574.277	163.463	434.940	628.156	164.715	402.124	550.696	163.802	428.469	447.726	163.082	472.619	413.496	163.302	461.451	492.138	164.499
5032	10.06200	452.717	574.296	163.436	435.317	628.229	164.695	402.216	550.864	163.822	428.209	447.804	163.056	472.225	413.458	163.301	461.336	492.128	164.483
5033	10.06400	452.855	574.304	163.455	435.724	628.311	164.693	402.325	551.068	163.780	427.947	447.882	163.061	471.877	413.381	163.349	461.239	492.101	164.435
5034	10.06600	453.032	574.305	163.458	436.078	628.375	164.688	402.434	551.254	163.769	427.709	447.970	163.079	471.492	413.342	163.317	461.132	492.074	164.419
5035	10.06800	453.239	574.306	163.461	436.446	628.447	164.700	402.526	551.422	163.789	427.447	448.075	163.067	471.098	413.305	163.316	461.021	492.047	164.466
5036	10.07000	453.454	574.309	163.462	436.806	628.491	164.727	402.618	551.572	163.809	427.186	448.170	163.039	470.743	413.235	163.348	460.920	492.020	164.482
5037	10.07200	453.632	574.301	163.449	437.174	628.555	164.721	402.735	551.758	163.800	426.932	448.258	163.058	470.387	413.173	163.365	460.819	491.993	164.496
5038	10.07400	453.773	574.328	163.407	437.534	628.608	164.765	402.836	551.927	163.758	426.664	448.363	163.045	469.966	413.151	163.299	460.711	491.958	164.495
5039	10.07600	453.925	574.310	163.441	437.926	628.672	164.760	402.929	552.095	163.747	426.417	448.477	163.048	469.602	413.080	163.332	460.619	491.940	164.494
5040	10.07800	454.133	574.311	163.443	438.272	628.700	164.753	403.030	552.281	163.737	426.155	448.556	163.052	469.262	413.028	163.362	460.535	491.913	164.477
5041	10.08000	454.349	574.304	163.429	438.633	628.754	164.765	403.139	552.449	163.726	425.902	448.643	163.039	468.823	412.989	163.330	460.444	491.887	164.461
5042	10.08200	454.556	574.296	163.447	438.995	628.800	164.759	403.254	552.644	163.732	425.657	448.748	163.026	468.475	412.954	163.359	460.337	491.877	164.445
5043	10.08400	454.696	574.306	163.403	439.347	628.844	164.785	403.332	552.785	163.736	425.418	448.836	163.046	468.136	412.875	163.376	460.231	491.859	164.412
5044	10.08600	454.836	574.298	163.391	439.725	628.900	164.764	403.440	552.945	163.741	425.172	448.905	163.035	467.718	412.837	163.375	460.115	491.840	164.412
5045	10.08800	455.027	574.290	163.408	440.069	628.928	164.787	403.564	553.140	163.716	424.909	449.002	163.070	467.339	412.774	163.393	460.014	491.813	164.427
5046	10.09000	455.234	574.282	163.426	440.484	628.974	164.781	403.688	553.317	163.690	424.686	449.091	163.089	467.001	412.731	163.405	459.906	491.795	164.426
5047	10.09200	455.480	574.267	163.427	440.794	629.020	164.746	403.796	553.485	163.710	424.448	449.195	163.077	466.608	412.684	163.389	459.790	491.786	164.440
5048	10.09400	455.628	574.267	163.400	441.191	629.076	164.754	403.904	553.644	163.716	424.188	449.309	163.047	466.213	412.639	163.404	459.706	491.759	164.424
5049	10.09600	455.752	574.285	163.373	441.568	629.105	164.747	404.012	553.821	163.722	423.943	449.431	163.032	465.884	412.604	163.400	459.621	491.741	164.423
5050	10.09800	455.944	574.260	163.389	441.945	629.151	164.741	404.120	553.998	163.728	423.712	449.545	163.034	465.480	412.559	163.447	459.537	491.724	164.421
5051	10.10000	456.134	574.244	163.420	442.335	629.206	164.750	404.228	554.149	163.716	423.436	449.658	163.005	465.087	412.513	163.430	459.430	491.697	164.405
5052	10.10200	456.380	574.228	163.422	442.683	629.226	164.727	404.345	554.326	163.689	423.198	449.764	163.023	464.765	412.477	163.427	459.331	491.688	164.388
5053	10.10400	456.558	574.236	163.412	443.066	629.273	164.720	404.445	554.503	163.694	422.967	449.861	163.026	464.338	412.441	163.457	459.231	491.670	164.386
5054	10.10600	456.684	574.238	163.353	443.450	629.310	164.728	404.576	554.680	163.701	422.705	449.966	163.045	463.994	412.412	163.407	459.123	491.652	164.385
5055	10.10800	456.837	574.212	163.369	443.811	629.339	164.722	404.707	554.839	163.706	422.474	450.045	163.049	463.638	412.386	163.450	459.023	491.634	164.384
5056	10.11000	457.043	574.196	163.400	444.180	629.385	164.715	404.800	554.998	163.711	422.243	450.151	163.068	463.221	412.349	163.448	458.916	491.624	164.367
5057	10.11200	457.266	574.181	163.400	444.533	629.395	164.738	404.923	555.158	163.718	422.020	450.256	163.085	462.876	412.321	163.429	458.809	491.615	164.350
5058	10.11400	457.458	574.171	163.421	444.932	629.441	164.732	405.047	555.317	163.724	421.766	450.352	163.090	462.491	412.284	163.427	458.724	491.597	164.350
5059	10.11600	457.606	574.162	163.380	445.293	629.460	164.739	405.163	555.494	163.698	421.511	450.466	163.093	462.120	412.257	163.440	458.625	491.569	164.335
5060	10.11800	457.731	574.145	163.350	445.662	629.489	164.732	405.286	555.654	163.703	421.266	450.598	163.093	461.757	412.237	163.437	458.517	491.551	164.334
5061	10.12000	457.945	574.112	163.380	446.031	629.525	164.742	405.379	555.821	163.726	421.036	450.729	163.063	461.371	412.210	163.449	458.419	491.550	164.301
5062	10.12200	458.136	574.086	163.397	446.384	629.534	164.765	405.525	555.998	163.733	420.799	450.860	163.032	461.026	412.199	163.428	458.318	491.532	164.301
5063	10.12400	458.381	574.078	163.416	446.792	629.573	164.743	405.633	556.157	163.739	420.536	450.947	163.054	460.606	412.162	163.460	458.218	491.514	164.301
5064	10.12600	458.529	574.059	163.391	447.144	629.590	164.782	405.741	556.299	163.745	420.304	451.053	163.073	460.261	412.161	163.453	458.103	491.486	164.285
5065	10.12800	458.653	574.042	163.393	447.484	629.610	164.759	405.865	556.467	163.736	420.074	451.158	163.061	459.897	412.133	163.467	458.002	491.460	164.300
5066	10.13000	458.791	574.024	163.396	447.883	629.629	164.767	406.004	556.627	163.711	419.819	451.245	163.081	459.487	412.088	163.482	457.902	491.442	164.299
5067	10.13200	459.021	573.983	163.409	448.236	629.648	164.774	406.120	556.794	163.733	419.580	451.351	163.101	459.143	412.104	163.441	457.810	491.423	164.299
5068	10.13400	459.250	573.966	163.444	448.622	629.669	164.751	406.243	556.954	163.739	419.342	451.465	163.103	458.745	412.058	163.490	457.718	491.414	164.282
5069	10.13600	459.464	573.939	163.463	448.974	629.668	164.789	406.336	557.095	163.745	419.118	451.580	163.136	458.370	412.048	163.468	457.611	491.404	164.267
5070	10.13800	459.580	573.921	163.466	449.327	629.680	164.779	406.459	557.263	163.736	418.881	451.711	163.106	458.017	412.055	163.445	457.497	491.385	164.235
5071	10.14000	459.711	573.886	163.467	449.727	629.708	164.772	406.591	557.423	163.710	418.604	451.833	163.092	457.589	412.010	163.492	457.383	491.384	164.203
5072	10.14200	459.903	573.861	163.452	450.087	629.700	164.792	406.699	557.555	163.732	418.373	451.956	163.110	457.254	412.009	163.453	457.276	491.375	164.186
5073	10.14400	460.101	573.828	163.481	450.434	629.721	164.768	406.823	557.706	163.722	418.152	452.096	163.064	456.874	411.990	163.481	457.167	491.348	164.200
5074	10.14600	460.354	573.803	163.498	450.802	629.713	164.789	406.970	557.884	163.697	417.900	452.200	163.019	456.472	411.962	163.493	457.052	491.330	164.198
5075	10.14800	460.514	573.783	163.536	451.171	629.724	164.779	407.086	558.025	163.702	417.661	452.305	163.038	456.121	411.978	163.453	456.967	491.313	164.197
5076	10.15000	460.638	573.748	163.538	451.548	629.736	164.770	407.201	558.185	163.708	417.429	452.393	163.058	455.718	411.942	163.483	456.874	491.304	164.211
5077	10.15200	460.769	573.722	163.524	451.915	629.719	164.805	407.309	558.344	163.714	417.200	452.516	163.044	455.356	411.941	163.476	456.783	491.277	164.194
5078	10.15400	460.992	573.690	163.521	452.269	629.739	164.780	407.449	558.504	163.690	416.976	452.631	163.076	455.002	411.939	163.470	456.699	491.259	164.193
5079	10.15600	461.222	573.657	163.521	452.661	629.741	164.787	407.572	558.645	163.696	416.721	452.745	163.111	454.592	411.921	163.497	456.574	491.232	164.209
5080	10.15800	461.429	573.648	163.541	453.038	629.725	164.791	407.703	558.778	163.717	416.475	452.885	163.096	454.255	411.928	163.474	456.468	491.231	164.177
5081	10.16000	461.583	573.612	163.545	453.385	629.745	164.767	407.842	558.938	163.692	416.260	453.017	163.097	453.877	411.918	163.485	456.361	491.222	164.160
5082	10.16200	461.691	573.593	163.548	453.767	629.711	164.801	407.989	559.089	163.681	416.039	453.148	163.068	453.473	411.909	163.527	456.262	491.221	164.128
5083	10.16400	461.847	573.560	163.517	454.130	629.714	164.775	408.096	559.238	163.704	415.794	453.288	163.021	453.136	411.916	163.503	456.148	491.211	164.110
5084	10.16600	462.077	573.545	163.518	454.514	629.707	164.764	408.235	559.398	163.712	415.571	453.402	163.024	452.742	411.916	163.528	456.054	491.202	164.126
5085	10.16800	462.325	573.513	163.486	454.873	629.673	164.797	408.359	559.557	163.687	415.355	453.507	163.044	452.379	411.906	163.539	455.947	491.184	164.124
5086	10.17000	462.517	573.494	163.492	455.236	629.693	164.774	408.475	559.690	163.677	415.117	453.639	163.045	452.025	411.922	163.531	455.861	491.158	164.139
5087	10.17200	462.627	573.458	163.463	455.619	629.658	164.808	408.614	559.823	163.699	414.878	453.736	163.080	451.623	411.904	163.558	455.776	491.149	164.153
5088	10.17400	462.760	573.423	163.435	455.972	629.642	164.812	408.744	559.955	163.720	414.661	453.868	163.113	451.261	411.920	163.550	455.668	491.131	164.152
5089	10.17600	462.945	573.381	163.419	456.312	629.645	164.786	408.899	560.106	163.710	414.415	454.008	163.099	450.891	411.928	163.558	455.553	491.121	164.136
5090	10.17800	463.169	573.322	163.403	456.709	629.593	164.817	409.015	560.266	163.686	414.192	454.132	163.116	450.489	411.909	163.586	455.445	491.102	164.136
5091	10.18000	463.400	573.297	163.389	457.040	629.594	164.823	409.131	560.407	163.693	413.948	454.271	163.070	450.133	411.934	163.593	455.330	491.093	164.119
5092	10.18200	463.548	573.262	163.360	457.395	629.579	164.796	409.254	560.566	163.700	413.711	454.402	163.040	449.751	411.942	163.568	455.223	491.101	164.101
5093	10.18400	463.664	573.219	163.345	457.761	629.536	164.843	409.386	560.709	163.675	413.488	454.534	163.042	449.362	411.950	163.610	455.108	491.083	164.100
5094	10.18600	463.795	573.166	163.346	458.078	629.520	164.817	409.501	560.841	163.696	413.243	454.665	163.012	448.993	411.975	163.616	454.999	491.065	164.130
5095	10.18800	463.980	573.115	163.345	458.461	629.505	164.820	409.624	560.965	163.702	412.996	454.780	163.046	448.608	411.966	163.625	454.891	491.047	164.129
5096	10.19000	464.178	573.063	163.374	458.822	629.462	164.837	409.770	561.080	163.722	412.772	454.903	163.095	448.204	411.999	163.648	454.799	491.029	164.128
5097	10.19200	464.392	573.019	163.393	459.131	629.447	164.809	409.902	561.240	163.698	412.556	455.044	163.112	447.852	412.016	163.638	454.676	491.020	164.111
5098	10.19400	464.538	572.975	163.410	459.552	629.405	164.825	410.026	561.408	163.690	412.309	455.185	163.128	447.466	412.024	163.646	454.561	491.019	164.108
5099	10.19600	464.675	572.914	163.425	459.868	629.380	164.813	410.134	561.559	163.681	412.079	455.308	163.114	447.078	412.050	163.685	454.439	491.019	164.075
5100	10.19800	464.820	572.871	163.440	460.185	629.365	164.786	410.265	561.700	163.688	411.834	455.439	163.085	446.719	412.075	163.658	454.315	491.027	164.090
5101	10.20000	465.004	572.811	163.453	460.628	629.315	164.816	410.397	561.833	163.678	411.604	455.596	163.069	446.315	412.083	163.699	454.207	491.008	164.089
5102	10.20200	465.218	572.768	163.469	460.929	629.289	164.805	410.512	561.966	163.700	411.375	455.728	163.039	445.936	412.117	163.721	454.099	490.982	164.104
5103	10.20400	465.417	572.732	163.504	461.305	629.249	164.789	410.657	562.072	163.736	411.135	455.869	163.087	445.587	412.134	163.678	453.998	490.973	164.118
5104	10.20600	465.561	572.678	163.537	461.726	629.215	164.822	410.788	562.205	163.725	410.905	456.001	163.089	445.172	412.159	163.751	453.890	490.955	164.117
5105	10.20800	465.669	572.625	163.537	462.019	629.190	164.810	410.928	562.365	163.702	410.681	456.133	163.123	444.805	412.175	163.710	453.790	490.954	164.115
5106	10.21000	465.807	572.572	163.538	462.464	629.141	164.809	411.052	562.515	163.694	410.473	456.265	163.155	444.431	412.200	163.682	453.683	490.962	164.098
5107	10.21200	465.978	572.539	163.507	462.825	629.107	164.812	411.191	562.675	163.670	410.243	456.396	163.126	444.034	412.225	163.723	453.562	490.962	164.064
