NO_OF_FRAMES	1406
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-21, 15:40:10.855	941744.55889980
DATA_INCLUDED	3D
TITLE	Bevaring av rörelsemängd i inelastisk stöt 27.7g vs 82.4g (Faulty)
MARKER_NAMES	h82_4g	v27_7g
COLLISION_TIME	1.21
TRAJECTORY_TYPES	Mixed	Measured
Frame	Time	h82_4g X	h82_4g Y	h82_4g Z	v27_7g X	v27_7g Y	v27_7g Z	
15731	31.46000	295.193	399.661	180.125	257.205	187.252	165.157
15732	31.46200	294.983	399.636	180.142	256.981	186.961	165.141
15733	31.46400	294.843	399.625	180.154	256.740	186.664	165.175
15734	31.46600	294.583	399.597	180.138	256.507	186.373	165.160
15735	31.46800	294.353	399.569	180.122	256.307	186.092	165.157
15736	31.47000	294.155	399.552	180.151	256.069	185.799	165.141
15737	31.47200	293.975	399.544	180.166	255.848	185.506	165.125
15738	31.47400	293.780	399.514	180.148	255.633	185.212	165.161
15739	31.47600	293.529	399.496	180.147	255.410	184.931	165.159
15740	31.47800	293.301	399.478	180.146	255.179	184.633	165.163
15741	31.48000	293.119	399.443	180.178	254.965	184.330	165.134
15742	31.48200	292.937	399.426	180.178	254.750	184.042	165.151
15743	31.48400	292.714	399.379	180.164	254.529	183.743	165.155
15744	31.48600	292.485	399.360	180.162	254.296	183.452	165.140
15745	31.48800	292.280	399.334	180.178	254.066	183.164	165.157
15746	31.49000	292.098	399.317	180.178	253.858	182.878	165.124
15747	31.49200	291.891	399.280	180.178	253.652	182.580	165.128
15748	31.49400	291.676	399.261	180.176	253.405	182.288	165.113
15749	31.49600	291.447	399.233	180.160	253.175	182.006	165.111
15750	31.49800	291.250	399.225	180.174	252.943	181.709	165.116
15751	31.50000	291.053	399.198	180.159	252.738	181.426	165.114
15752	31.50200	290.845	399.170	180.174	252.526	181.126	165.118
15753	31.50400	290.631	399.142	180.188	252.297	180.834	165.104
15754	31.50600	290.417	399.133	180.200	252.073	180.547	165.122
15755	31.50800	290.219	399.115	180.200	251.843	180.242	165.146
15756	31.51000	290.006	399.096	180.168	251.616	179.959	165.144
15757	31.51200	289.793	399.070	180.214	251.410	179.671	165.162
15758	31.51400	289.554	399.050	180.211	251.196	179.400	165.175
15759	31.51600	289.365	399.041	180.224	250.957	179.102	165.180
15760	31.51800	289.183	399.024	180.224	250.712	178.814	165.198
15761	31.52000	288.931	399.004	180.192	250.497	178.533	165.197
15762	31.52200	288.716	398.986	180.220	250.298	178.252	165.197
15763	31.52400	288.518	398.977	180.233	250.066	177.956	165.151
15764	31.52600	288.328	398.949	180.218	249.828	177.668	165.170
15765	31.52800	288.099	398.939	180.201	249.606	177.381	165.189
15766	31.53000	287.878	398.921	180.199	249.391	177.099	165.188
15767	31.53200	287.647	398.901	180.197	249.161	176.797	165.162
15768	31.53400	287.457	398.892	180.210	248.946	176.521	165.142
15769	31.53600	287.267	398.882	180.193	248.715	176.218	165.168
15770	31.53800	287.038	398.864	180.191	248.477	175.920	165.174
15771	31.54000	286.796	398.846	180.190	248.263	175.638	165.174
15772	31.54200	286.602	398.835	180.171	248.049	175.346	165.161
15773	31.54400	286.419	398.816	180.171	247.841	175.044	165.135
15774	31.54600	286.220	398.806	180.153	247.612	174.756	165.155
15775	31.54800	285.990	398.778	180.167	247.365	174.465	165.142
15776	31.55000	285.739	398.768	180.149	247.160	174.177	165.161
15777	31.55200	285.577	398.749	180.148	246.943	173.892	165.130
15778	31.55400	285.380	398.749	180.144	246.730	173.610	165.130
15779	31.55600	285.157	398.730	180.142	246.494	173.311	165.137
15780	31.55800	284.925	398.710	180.139	246.287	173.024	165.157
15781	31.56000	284.715	398.693	180.139	246.057	172.726	165.164
15782	31.56200	284.576	398.700	180.150	245.850	172.451	165.146
15783	31.56400	284.339	398.690	180.132	245.628	172.148	165.120
15784	31.56600	284.093	398.661	180.115	245.414	171.861	165.141
15785	31.56800	283.902	398.643	180.114	245.199	171.570	165.129
15786	31.57000	283.698	398.625	180.114	244.968	171.279	165.118
15787	31.57200	283.544	398.624	180.141	244.745	170.987	165.106
15788	31.57400	283.299	398.605	180.108	244.531	170.712	165.088
15789	31.57600	283.068	398.584	180.075	244.325	170.414	165.096
15790	31.57800	282.895	398.577	180.120	244.109	170.122	165.084
15791	31.58000	282.708	398.560	180.121	243.879	169.825	165.092
15792	31.58200	282.528	398.539	180.117	243.678	169.545	165.095
15793	31.58400	282.283	398.520	180.085	243.471	169.253	165.084
15794	31.58600	282.071	398.511	180.098	243.259	168.965	165.105
15795	31.58800	281.913	398.494	180.099	243.051	168.663	165.081
15796	31.59000	281.732	398.486	180.113	242.835	168.388	165.116
15797	31.59200	281.530	398.456	180.096	242.627	168.091	165.125
15798	31.59400	281.279	398.438	180.094	242.413	167.804	165.147
15799	31.59600	281.081	398.429	180.108	242.199	167.512	165.136
15800	31.59800	280.916	398.413	180.139	242.008	167.225	165.158
15801	31.60000	280.704	398.395	180.138	241.784	166.945	165.161
15802	31.60200	280.524	398.374	180.135	241.559	166.661	165.131
15803	31.60400	280.273	398.364	180.117	241.329	166.364	165.140
15804	31.60600	280.084	398.356	180.131	241.139	166.083	165.143
15805	31.60800	279.903	398.349	180.176	240.932	165.791	165.133
15806	31.61000	279.697	398.330	180.174	240.717	165.506	165.103
15807	31.61200	279.504	398.284	180.191	240.478	165.209	165.113
15808	31.61400	279.252	398.273	180.172	240.256	164.922	165.135
15809	31.61600	279.079	398.257	180.203	240.049	164.631	165.125
15810	31.61800	278.897	398.249	180.218	239.842	164.350	165.128
15811	31.62000	278.675	398.221	180.201	239.629	164.047	165.105
15812	31.62200	278.489	398.210	180.213	239.429	163.772	165.142
15813	31.62400	278.270	398.192	180.212	239.189	163.465	165.139
15814	31.62600	278.081	398.176	180.213	238.990	163.185	165.143
15815	31.62800	277.892	398.158	180.213	238.785	162.893	165.133
15816	31.63000	277.670	398.139	180.211	238.591	162.609	165.105
15817	31.63200	277.470	398.111	180.225	238.398	162.329	165.109
15818	31.63400	277.280	398.093	180.225	238.158	162.038	165.152
15819	31.63600	277.107	398.086	180.240	237.951	161.736	165.131
15820	31.63800	276.911	398.077	180.223	237.768	161.466	165.148
15821	31.64000	276.680	398.048	180.207	237.558	161.166	165.127
15822	31.64200	276.497	398.031	180.236	237.359	160.885	165.131
15823	31.64400	276.300	398.022	180.250	237.130	160.599	165.154
15824	31.64600	276.133	398.012	180.233	236.914	160.302	165.166
15825	31.64800	275.936	397.995	180.233	236.721	160.018	165.138
15826	31.65000	275.698	397.975	180.230	236.515	159.737	165.143
15827	31.65200	275.497	397.964	180.241	236.295	159.439	165.153
15828	31.65400	275.308	397.947	180.241	236.080	159.148	165.145
15829	31.65600	275.133	397.929	180.241	235.874	158.851	165.156
15830	31.65800	274.903	397.909	180.239	235.652	158.570	165.160
15831	31.66000	274.666	397.899	180.220	235.429	158.269	165.139
15832	31.66200	274.467	397.889	180.233	235.232	157.988	165.144
15833	31.66400	274.284	397.880	180.246	235.019	157.700	165.168
15834	31.66600	274.085	397.843	180.216	234.803	157.399	165.148
15835	31.66800	273.877	397.841	180.212	234.582	157.119	165.153
15836	31.67000	273.633	397.822	180.210	234.352	156.832	165.177
15837	31.67200	273.452	397.814	180.224	234.168	156.542	165.170
15838	31.67400	273.285	397.805	180.208	233.970	156.251	165.163
15839	31.67600	273.069	397.793	180.189	233.757	155.969	165.168
15840	31.67800	272.855	397.774	180.188	233.538	155.686	165.141
15841	31.68000	272.634	397.756	180.186	233.305	155.386	165.121
15842	31.68200	272.460	397.748	180.200	233.105	155.113	165.108
15843	31.68400	272.270	397.738	180.183	232.892	154.832	165.113
15844	31.68600	272.062	397.727	180.165	232.710	154.534	165.126
15845	31.68800	271.855	397.708	180.163	232.486	154.244	165.119
15846	31.69000	271.642	397.690	180.162	232.255	153.959	165.145
15847	31.69200	271.443	397.680	180.175	232.050	153.667	165.138
15848	31.69400	271.253	397.670	180.158	231.836	153.376	165.131
15849	31.69600	271.037	397.659	180.139	231.639	153.095	165.137
15850	31.69800	270.821	397.640	180.137	231.439	152.810	165.111
15851	31.70000	270.631	397.631	180.150	231.234	152.519	165.104
15852	31.70200	270.442	397.630	180.147	230.979	152.234	165.130
15853	31.70400	270.234	397.619	180.129	230.781	151.943	165.123
15854	31.70600	270.011	397.617	180.124	230.584	151.662	165.130
15855	31.70800	269.804	397.608	180.137	230.372	151.380	165.136
15856	31.71000	269.629	397.599	180.150	230.173	151.100	165.143
15857	31.71200	269.409	397.589	180.133	229.950	150.821	165.150
15858	31.71400	269.195	397.579	180.145	229.720	150.524	165.163
15859	31.71600	268.964	397.568	180.126	229.505	150.240	165.138
15860	31.71800	268.790	397.559	180.140	229.322	149.960	165.145
15861	31.72000	268.614	397.559	180.137	229.108	149.669	165.139
15862	31.72200	268.402	397.550	180.150	228.893	149.379	165.134
15863	31.72400	268.179	397.539	180.132	228.670	149.088	165.128
15864	31.72600	267.964	397.520	180.130	228.472	148.802	165.155
15865	31.72800	267.782	397.519	180.127	228.264	148.518	165.130
15866	31.73000	267.614	397.501	180.127	228.065	148.228	165.125
15867	31.73200	267.394	397.492	180.139	227.853	147.941	165.152
15868	31.73400	267.185	397.463	180.123	227.637	147.651	165.147
15869	31.73600	266.964	397.453	180.105	227.429	147.362	165.142
15870	31.73800	266.789	397.453	180.103	227.206	147.078	165.118
15871	31.74000	266.606	397.451	180.099	227.009	146.786	165.112
