NO_OF_FRAMES	1139
NO_OF_CAMERAS	2
NO_OF_MARKERS	6
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-21, 19:34:17.490	955791.10098720
DATA_INCLUDED	3D
TITLE	Bevaring av rörelsemängdsmoment i inelastisk stöt 27.7 g vs 34.3 g
MARKER_NAMES	h34_3g	hx	hy	v27_7g	vy	vx
COLLISION_TIME	0.76
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	h34_3g X	h34_3g Y	h34_3g Z	hx X	hx Y	hx Z	hy X	hy Y	hy Z	v27_7g X	v27_7g Y	v27_7g Z	vy X	vy Y	vy Z	vx X	vx Y	vx Z	
6196	12.39000	352.902	525.529	169.754	354.933	510.214	170.292	369.213	526.984	170.200	235.423	412.121	164.909	220.823	396.794	165.213	222.105	427.290	165.098
6197	12.39200	352.864	525.617	169.814	355.209	510.347	170.217	369.146	527.433	170.242	235.161	412.038	164.897	220.276	396.986	165.208	222.128	427.458	165.097
6198	12.39400	352.826	525.678	169.859	355.470	510.516	170.171	369.064	527.873	170.144	234.908	411.960	164.919	219.707	397.177	165.203	222.149	427.626	165.065
6199	12.39600	352.788	525.748	169.920	355.747	510.648	170.154	368.973	528.339	170.283	234.631	411.888	164.922	219.199	397.376	165.182	222.179	427.793	165.033
6200	12.39800	352.734	525.836	169.951	356.054	510.817	170.139	368.852	528.744	170.248	234.369	411.798	164.928	218.654	397.553	165.212	222.234	427.942	165.033
6201	12.40000	352.681	525.933	169.936	356.330	511.003	170.189	368.709	529.193	170.197	234.100	411.727	164.932	218.171	397.789	165.219	222.299	428.085	165.082
6202	12.40200	352.620	526.021	169.934	356.599	511.163	170.190	368.641	529.650	170.257	233.846	411.627	164.922	217.630	398.032	165.176	222.317	428.191	165.103
6203	12.40400	352.567	526.118	169.916	356.899	511.349	170.204	368.421	530.064	170.209	233.586	411.538	164.959	217.114	398.231	165.155	222.350	428.308	165.139
6204	12.40600	352.521	526.197	169.931	357.137	511.526	170.174	368.308	530.522	170.204	233.317	411.432	164.967	216.575	398.458	165.146	222.397	428.423	165.143
6205	12.40800	352.475	526.293	169.945	357.375	511.703	170.175	368.163	530.961	170.325	233.063	411.360	164.971	216.131	398.669	165.173	222.443	428.546	165.131
6206	12.41000	352.422	526.373	169.928	357.652	511.898	170.174	368.012	531.409	170.274	232.786	411.287	164.974	215.637	398.923	165.238	222.504	428.669	165.119
6207	12.41200	352.346	526.443	169.927	357.929	512.110	170.174	367.845	531.875	170.317	232.517	411.197	164.979	215.143	399.160	165.215	222.568	428.793	165.139
6208	12.41400	352.285	526.522	169.942	358.213	512.358	170.144	367.669	532.280	170.410	232.277	411.118	164.970	214.641	399.402	165.173	222.637	428.899	165.129
6209	12.41600	352.232	526.619	169.955	358.481	512.571	170.176	367.503	532.755	170.346	232.007	411.054	164.957	214.196	399.656	165.178	222.722	428.998	165.137
6210	12.41800	352.178	526.707	169.923	358.712	512.783	170.205	367.328	533.168	170.391	231.776	410.971	164.945	213.724	399.912	165.245	222.790	429.076	165.114
6211	12.42000	352.140	526.803	169.937	358.966	513.004	170.190	367.138	533.564	170.406	231.523	410.909	164.964	213.261	400.148	165.222	222.868	429.157	165.123
6212	12.42200	352.110	526.891	169.904	359.220	513.252	170.158	366.948	534.012	170.357	231.245	410.829	164.953	212.790	400.408	165.178	222.945	429.229	165.118
6213	12.42400	352.057	526.979	169.903	359.481	513.500	170.158	366.781	534.408	170.435	230.989	410.755	164.925	212.349	400.688	165.134	223.052	429.307	165.095
6214	12.42600	352.019	527.067	169.902	359.704	513.748	170.188	366.584	534.821	170.387	230.729	410.668	164.963	211.913	400.960	165.169	223.175	429.378	165.091
6215	12.42800	351.943	527.155	169.901	359.958	514.031	170.157	366.341	535.234	170.335	230.483	410.578	164.969	211.482	401.188	165.163	223.290	429.448	165.085
6216	12.43000	351.905	527.252	169.916	360.196	514.296	170.157	366.104	535.595	170.349	230.221	410.507	164.973	211.033	401.467	165.118	223.398	429.501	165.081
6217	12.43200	351.851	527.331	169.930	360.443	514.552	170.171	365.876	535.990	170.332	229.959	410.436	164.977	210.634	401.763	165.103	223.490	429.544	165.062
6218	12.43400	351.813	527.428	169.946	360.674	514.835	170.169	365.640	536.385	170.344	229.705	410.347	164.983	210.228	402.045	165.122	223.591	429.579	165.060
6219	12.43600	351.768	527.524	169.960	360.897	515.144	170.183	365.381	536.780	170.389	229.459	410.264	164.971	209.813	402.282	165.131	223.684	429.607	165.075
6220	12.43800	351.722	527.621	169.975	361.128	515.436	170.103	365.115	537.167	170.325	229.206	410.185	164.993	209.417	402.555	165.166	223.784	429.626	165.075
6221	12.44000	351.677	527.718	169.958	361.320	515.701	170.166	364.841	537.527	170.304	228.943	410.104	164.982	209.030	402.879	165.134	223.900	429.636	165.092
6222	12.44200	351.631	527.806	169.958	361.544	516.019	170.132	364.589	537.914	170.336	228.688	410.023	164.972	208.654	403.158	165.122	224.022	429.628	165.080
6223	12.44400	351.563	527.894	169.924	361.722	516.364	170.084	364.300	538.265	170.332	228.434	409.924	164.963	208.240	403.422	165.143	224.122	429.636	165.065
6224	12.44600	351.517	527.982	169.892	361.937	516.664	170.112	364.010	538.625	170.316	228.165	409.844	164.983	207.872	403.734	165.177	224.221	429.627	165.051
6225	12.44800	351.456	528.078	169.938	362.091	516.964	170.141	363.728	538.994	170.315	227.904	409.746	165.006	207.479	404.028	165.131	224.298	429.609	165.054
6226	12.45000	351.365	528.148	169.903	362.316	517.326	170.092	363.454	539.327	170.310	227.658	409.658	165.013	207.163	404.314	165.103	224.384	429.583	165.074
6227	12.45200	351.304	528.227	169.917	362.478	517.653	170.044	363.096	539.679	170.247	227.364	409.577	165.002	206.782	404.634	165.151	224.476	429.557	165.062
6228	12.45400	351.258	528.324	169.931	362.670	517.980	170.090	362.799	540.021	170.261	227.110	409.496	164.991	206.433	404.908	165.127	224.575	429.512	165.053
6229	12.45600	351.228	528.412	169.961	362.833	518.350	170.087	362.516	540.345	170.272	226.887	409.423	164.995	206.088	405.185	165.115	224.721	429.468	165.044
6230	12.45800	351.197	528.499	169.960	362.995	518.685	170.052	362.135	540.688	170.224	226.678	409.353	165.001	205.745	405.500	165.130	224.865	429.422	165.003
6231	12.46000	351.144	528.605	169.959	363.172	519.012	170.097	361.853	541.030	170.268	226.306	409.254	164.960	205.502	405.814	165.107	224.972	429.361	164.996
6232	12.46200	351.083	528.702	169.942	363.296	519.374	170.079	361.517	541.345	170.297	226.061	409.162	164.965	205.095	406.070	165.063	225.057	429.291	165.005
6233	12.46400	351.015	528.816	169.927	363.459	519.780	170.046	361.166	541.688	170.250	225.864	409.083	165.017	204.782	406.386	165.080	225.132	429.239	164.981
6234	12.46600	350.946	528.913	169.910	363.560	520.089	170.059	360.838	542.003	170.276	225.540	408.948	165.012	204.570	406.731	165.164	225.231	429.159	164.975
6235	12.46800	350.893	529.001	169.909	363.737	520.477	170.089	360.487	542.318	170.306	225.310	408.822	165.021	204.190	406.976	165.075	225.394	429.093	164.965
6236	12.47000	350.863	529.089	169.908	363.877	520.892	170.041	360.128	542.599	170.271	225.050	408.771	164.964	203.938	407.271	165.063	225.517	429.014	164.960
6237	12.47200	350.832	529.177	169.907	364.000	521.262	170.071	359.785	542.924	170.254	224.770	408.701	164.885	203.703	407.678	165.155	225.725	428.956	164.987
6238	12.47400	350.771	529.265	169.906	364.132	521.633	170.100	359.434	543.213	170.266	224.531	408.642	164.906	203.411	407.918	165.169	225.866	428.870	165.030
6239	12.47600	350.688	529.361	169.920	364.233	522.066	170.022	359.082	543.466	170.311	224.324	408.574	164.891	203.075	408.181	165.048	225.948	428.748	165.014
6240	12.47800	350.657	529.458	169.903	364.334	522.436	170.021	358.716	543.730	170.278	224.042	408.514	164.850	202.960	408.505	165.113	226.038	428.608	165.000
6241	12.48000	350.612	529.572	169.918	364.451	522.842	170.019	358.319	544.010	170.275	223.685	408.446	164.855	202.677	408.876	165.178	226.114	428.459	165.001
6242	12.48200	350.551	529.660	169.947	364.529	523.265	170.017	357.945	544.299	170.257	223.484	408.372	164.919	202.412	409.130	165.127	226.222	428.327	165.001
6243	12.48400	350.498	529.766	169.947	364.630	523.636	170.015	357.601	544.526	170.284	223.317	408.245	164.929	202.140	409.435	165.069	226.308	428.195	165.031
6244	12.48600	350.444	529.862	169.961	364.701	524.068	169.967	357.212	544.754	170.281	223.038	408.142	164.940	202.004	409.724	165.169	226.391	428.054	165.016
6245	12.48800	350.399	529.959	169.975	364.794	524.500	169.951	356.830	544.999	170.248	222.747	408.031	164.998	201.776	410.052	165.204	226.518	427.913	164.971
6246	12.49000	350.369	530.038	169.959	364.880	524.897	169.996	356.418	545.271	170.232	222.521	407.954	164.938	201.538	410.378	165.115	226.637	427.754	164.928
6247	12.49200	350.300	530.143	169.957	364.920	525.338	169.964	356.051	545.480	170.258	222.296	407.899	164.909	201.273	410.679	165.077	226.761	427.578	164.948
6248	12.49400	350.247	530.258	169.941	364.975	525.761	169.931	355.661	545.681	170.270	222.004	407.819	164.930	201.147	410.935	165.213	226.863	427.422	164.998
6249	12.49600	350.186	530.364	169.910	365.038	526.175	169.976	355.279	545.874	170.267	221.727	407.730	164.936	200.965	411.252	165.234	226.979	427.247	165.019
6250	12.49800	350.118	530.487	169.909	365.062	526.607	169.991	354.866	546.083	170.263	221.487	407.633	164.928	200.747	411.568	165.101	227.071	427.063	165.024
6251	12.50000	350.026	530.592	169.939	365.110	527.057	169.975	354.461	546.328	170.261	221.201	407.545	164.936	200.579	411.859	165.110	227.167	426.868	164.984
6252	12.50200	349.973	530.698	169.970	365.134	527.462	170.005	354.095	546.503	170.258	220.980	407.445	164.958	200.418	412.144	165.199	227.269	426.656	165.006
6253	12.50400	349.942	530.777	169.985	365.136	527.911	169.988	353.621	546.704	170.239	220.719	407.356	164.964	200.227	412.445	165.223	227.339	426.444	165.030
6254	12.50600	349.897	530.847	169.983	365.153	528.405	169.989	353.254	546.888	170.252	220.424	407.278	164.954	200.051	412.743	165.123	227.438	426.225	165.039
6255	12.50800	349.874	530.943	169.998	365.131	528.792	170.077	352.780	547.053	170.232	220.179	407.196	164.975	199.890	413.042	165.116	227.529	426.015	165.033
6256	12.51000	349.821	531.040	170.011	365.111	529.259	169.968	352.443	547.227	170.319	219.925	407.115	164.964	199.756	413.315	165.159	227.614	425.786	165.058
6257	12.51200	349.768	531.145	170.010	365.066	529.699	170.029	351.954	547.348	170.347	219.663	407.044	164.968	199.621	413.598	165.186	227.734	425.530	165.132
6258	12.51400	349.684	531.268	169.977	365.067	530.060	170.072	351.579	547.478	170.355	219.368	406.954	164.943	199.480	413.880	165.151	227.817	425.291	165.112
6259	12.51600	349.608	531.400	169.992	365.032	530.598	169.933	351.197	547.653	170.355	219.115	406.857	164.967	199.342	414.162	165.147	227.906	425.042	165.077
6260	12.51800	349.517	531.533	169.977	365.017	530.976	170.102	350.731	547.828	170.319	218.885	406.766	164.972	199.237	414.446	165.176	227.950	424.805	165.057
6261	12.52000	349.448	531.629	169.991	364.981	531.416	170.038	350.394	548.002	170.345	218.615	406.678	164.979	199.125	414.710	165.205	228.029	424.532	165.102
6262	12.52200	349.425	531.717	169.958	364.959	531.971	170.114	349.875	548.142	170.343	218.346	406.570	164.987	199.007	414.981	165.155	228.120	424.268	165.101
6263	12.52400	349.403	531.813	169.941	364.860	532.331	170.225	349.561	548.219	170.382	218.091	406.488	164.976	198.917	415.255	165.169	228.181	423.985	165.100
6264	12.52600	349.380	531.893	169.924	364.748	532.834	170.056	349.133	548.305	170.379	217.821	406.408	164.966	198.808	415.511	165.153	228.241	423.710	165.083
6265	12.52800	349.319	531.971	169.906	364.695	533.282	170.196	348.719	548.348	170.357	217.551	406.326	164.955	198.718	415.785	165.168	228.293	423.428	165.083
6266	12.53000	349.212	532.050	169.920	364.628	533.643	170.181	348.367	548.417	170.352	217.294	406.253	164.928	198.634	416.032	165.169	228.355	423.137	165.100
6267	12.53200	349.113	532.147	169.904	364.515	534.128	170.100	347.946	548.477	170.361	217.039	406.173	164.918	198.574	416.296	165.169	228.390	422.837	165.071
6268	12.53400	349.060	532.243	169.918	364.439	534.541	170.213	347.579	548.573	170.279	216.778	406.083	164.924	198.507	416.517	165.189	228.453	422.537	165.104
6269	12.53600	349.030	532.340	169.933	364.373	534.955	170.135	347.197	548.642	170.241	216.507	405.992	164.898	198.445	416.773	165.175	228.500	422.210	165.123
6270	12.53800	348.984	532.428	169.901	364.298	535.421	170.181	346.730	548.684	170.284	216.245	405.903	164.904	198.399	417.028	165.160	228.551	421.909	165.095
6271	12.54000	348.916	532.543	169.885	364.200	535.853	170.135	346.401	548.745	170.231	216.014	405.813	164.911	198.346	417.256	165.164	228.565	421.609	165.097
6272	12.54200	348.855	532.630	169.852	364.018	536.239	170.163	345.941	548.734	170.303	215.737	405.706	164.919	198.300	417.493	165.151	228.588	421.256	165.104
6273	12.54400	348.817	532.745	169.868	363.920	536.697	170.134	345.597	548.786	170.269	215.476	405.617	164.926	198.255	417.706	165.158	228.648	420.920	165.110
6274	12.54600	348.764	532.842	169.853	363.776	537.111	170.150	345.145	548.748	170.323	215.229	405.518	164.918	198.226	417.936	165.163	228.679	420.618	165.111
6275	12.54800	348.726	532.947	169.883	363.632	537.489	170.165	344.740	548.756	170.302	214.991	405.427	164.923	198.186	418.165	165.137	228.684	420.265	165.089
6276	12.55000	348.680	533.044	169.867	363.473	537.982	170.102	344.365	548.754	170.358	214.715	405.346	164.943	198.171	418.401	165.125	228.699	419.904	165.113
6277	12.55200	348.627	533.158	169.851	363.291	538.342	170.148	343.928	548.744	170.335	214.445	405.265	164.933	198.141	418.604	165.117	228.699	419.568	165.118
6278	12.55400	348.582	533.255	169.834	363.109	538.764	170.085	343.530	548.734	170.378	214.167	405.194	164.937	198.135	418.808	165.141	228.725	419.220	165.047
6279	12.55600	348.498	533.369	169.848	362.950	539.204	170.055	343.155	548.723	170.354	213.909	405.102	164.881	198.131	419.004	165.182	228.727	418.842	165.105
6280	12.55800	348.444	533.466	169.831	362.752	539.572	170.147	342.772	548.696	170.364	213.649	405.022	164.902	198.131	419.232	165.156	228.696	418.480	165.129
6281	12.56000	348.368	533.563	169.815	362.532	540.030	170.085	342.327	548.658	170.323	213.379	404.922	164.893	198.132	419.444	165.164	228.684	418.142	165.073
6282	12.56200	348.315	533.651	169.815	362.372	540.443	170.134	341.960	548.631	170.301	213.117	404.833	164.899	198.140	419.630	165.159	228.676	417.754	165.085
6283	12.56400	348.246	533.738	169.846	362.144	540.847	170.166	341.562	548.603	170.343	212.863	404.761	164.903	198.141	419.807	165.171	228.624	417.370	165.161
6284	12.56600	348.178	533.835	169.830	361.954	541.287	170.166	341.171	548.540	170.286	212.594	404.678	164.892	198.175	419.994	165.199	228.604	417.011	165.073
6285	12.56800	348.125	533.940	169.829	361.718	541.673	170.197	340.819	548.495	170.329	212.309	404.583	164.916	198.197	420.170	165.180	228.559	416.652	165.131
6286	12.57000	348.064	534.046	169.828	361.490	542.069	170.182	340.459	548.432	170.338	212.054	404.501	164.905	198.219	420.354	165.143	228.504	416.211	165.149
6287	12.57200	348.018	534.143	169.813	361.270	542.473	170.151	340.083	548.377	170.362	211.816	404.427	164.909	198.259	420.531	165.156	228.486	415.864	165.109
6288	12.57400	347.950	534.248	169.811	360.988	542.868	170.199	339.739	548.297	170.373	211.509	404.324	164.950	198.292	420.682	165.187	228.402	415.477	165.153
6289	12.57600	347.881	534.354	169.812	360.729	543.237	170.198	339.378	548.198	170.346	211.255	404.253	164.954	198.347	420.844	165.203	228.347	415.044	165.155
6290	12.57800	347.813	534.460	169.780	360.477	543.605	170.198	339.018	548.101	170.389	211.001	404.170	164.943	198.387	421.004	165.218	228.289	414.663	165.120
6291	12.58000	347.767	534.574	169.765	360.234	543.974	170.229	338.673	548.030	170.352	210.739	404.082	164.950	198.431	421.143	165.172	228.228	414.274	165.132
6292	12.58200	347.699	534.680	169.764	359.944	544.343	170.200	338.328	547.913	170.357	210.484	404.010	164.954	198.484	421.285	165.157	228.127	413.826	165.168
6293	12.58400	347.661	534.785	169.764	359.678	544.712	170.168	338.022	547.824	170.384	210.208	403.930	164.975	198.554	421.425	165.142	228.062	413.452	165.116
6294	12.58600	347.592	534.873	169.762	359.419	545.090	170.184	337.615	547.700	170.281	209.960	403.857	164.948	198.625	421.549	165.161	228.000	413.028	165.133
6295	12.58800	347.562	534.970	169.747	359.114	545.450	170.169	337.317	547.602	170.387	209.706	403.767	164.954	198.706	421.675	165.212	227.862	412.589	165.184
6296	12.59000	347.501	535.084	169.762	358.801	545.774	170.183	337.056	547.486	170.458	209.420	403.687	164.944	198.795	421.783	165.265	227.766	412.215	165.131
6297	12.59200	347.448	535.181	169.777	358.527	546.133	170.231	336.657	547.326	170.417	209.167	403.614	164.948	198.866	421.891	165.286	227.650	411.756	165.153
6298	12.59400	347.372	535.278	169.762	358.207	546.493	170.248	336.420	547.210	170.489	208.913	403.517	164.971	198.943	421.979	165.278	227.542	411.325	165.187
6299	12.59600	347.303	535.401	169.762	357.871	546.809	170.279	336.035	547.042	170.372	208.635	403.425	164.946	198.994	422.077	165.253	227.448	410.934	165.169
6300	12.59800	347.250	535.506	169.792	357.573	547.133	170.293	335.744	546.927	170.413	208.365	403.337	164.953	199.064	422.165	165.245	227.308	410.449	165.178
6301	12.60000	347.204	535.594	169.822	357.253	547.476	170.280	335.391	546.741	170.324	208.111	403.247	164.959	199.148	422.254	165.237	227.187	410.043	165.225
6302	12.60200	347.136	535.690	169.836	356.918	547.800	170.295	335.138	546.607	170.428	207.841	403.166	164.948	199.240	422.350	165.212	227.028	409.606	165.164
6303	12.60400	347.052	535.770	169.791	356.612	548.106	170.340	334.815	546.402	170.401	207.581	403.084	164.969	199.334	422.421	165.237	226.875	409.139	165.202
6304	12.60600	346.991	535.875	169.790	356.269	548.458	170.312	334.570	546.252	170.474	207.309	402.993	164.943	199.413	422.493	165.262	226.727	408.724	165.204
6305	12.60800	346.899	535.963	169.790	355.933	548.737	170.372	334.326	546.136	170.548	207.053	402.922	164.917	199.484	422.555	165.272	226.555	408.261	165.162
6306	12.61000	346.862	536.060	169.805	355.605	549.035	170.341	333.948	545.906	170.411	206.777	402.841	164.937	199.568	422.608	165.268	226.386	407.822	165.214
6307	12.61200	346.785	536.183	169.805	355.247	549.334	170.342	333.711	545.765	170.470	206.509	402.761	164.959	199.677	422.637	165.283	226.198	407.360	165.173
6308	12.61400	346.725	536.298	169.790	354.903	549.622	170.419	333.426	545.535	170.399	206.232	402.647	164.984	199.792	422.690	165.279	226.027	406.927	165.177
6309	12.61600	346.671	536.403	169.790	354.583	549.876	170.402	333.196	545.366	170.503	205.984	402.567	164.975	199.900	422.708	165.279	225.834	406.504	165.195
6310	12.61800	346.595	536.517	169.773	354.209	550.148	170.356	332.896	545.136	170.430	205.700	402.477	164.981	199.993	422.727	165.280	225.624	406.003	165.157
6311	12.62000	346.542	536.640	169.804	353.827	550.411	170.324	332.659	544.985	170.504	205.420	402.387	164.956	200.070	422.761	165.276	225.468	405.618	165.173
6312	12.62200	346.481	536.737	169.789	353.499	550.647	170.370	332.412	544.764	170.385	205.182	402.325	164.976	200.192	422.770	165.262	225.221	405.103	165.169
6313	12.62400	346.443	536.816	169.805	353.140	550.857	170.369	332.174	544.561	170.458	204.921	402.252	164.979	200.293	422.779	165.278	225.017	404.634	165.147
6314	12.62600	346.382	536.904	169.804	352.789	551.095	170.322	331.920	544.287	170.371	204.649	402.163	164.955	200.433	422.790	165.295	224.793	404.298	165.154
6315	12.62800	346.329	536.983	169.819	352.430	551.358	170.262	331.690	544.092	170.427	204.389	402.111	164.989	200.578	422.782	165.284	224.597	403.714	165.223
6316	12.63000	346.261	537.088	169.849	352.018	551.568	170.290	331.529	543.933	170.484	204.058	402.009	164.979	200.755	422.775	165.273	224.347	403.344	165.204
6317	12.63200	346.200	537.194	169.848	351.674	551.751	170.272	331.297	543.659	170.365	203.847	401.915	164.974	200.830	422.759	165.246	224.035	402.852	165.058
6318	12.63400	346.139	537.308	169.833	351.307	551.935	170.286	331.065	543.360	170.266	203.647	401.831	165.015	200.897	422.741	165.218	223.872	402.377	165.321
6319	12.63600	346.078	537.422	169.848	350.902	552.146	170.191	330.865	543.112	170.292	203.255	401.712	164.954	201.028	422.704	165.223	223.590	401.955	165.084
6320	12.63800	346.002	537.519	169.832	350.520	552.382	170.175	330.674	542.952	170.379	203.005	401.646	164.962	201.163	422.673	165.180	223.375	401.453	165.221
6321	12.64000	345.933	537.625	169.801	350.138	552.566	170.190	330.495	542.670	170.247	202.828	401.604	164.981	201.277	422.634	165.152	222.965	401.029	165.199
6322	12.64200	345.873	537.713	169.801	349.756	552.722	170.152	330.310	542.414	170.226	202.607	401.516	164.968	201.408	422.582	165.161	222.690	400.592	165.057
6323	12.64400	345.812	537.809	169.784	349.389	552.862	170.152	330.172	542.166	170.281	202.307	401.454	164.935	201.616	422.496	165.174	222.536	400.075	165.291
6324	12.64600	345.766	537.906	169.800	348.969	553.037	170.116	330.040	541.919	170.277	202.013	401.403	164.990	201.716	422.421	165.171	222.262	399.661	165.120
6325	12.64800	345.705	538.011	169.799	348.533	553.203	170.129	329.870	541.674	170.181	201.749	401.325	164.981	201.811	422.329	165.201	221.794	399.206	165.114
6326	12.65000	345.637	538.135	169.800	348.197	553.360	170.126	329.739	541.453	170.159	201.526	401.201	164.941	201.932	422.221	165.182	221.585	398.720	165.219
6327	12.65200	345.553	538.249	169.784	347.768	553.480	170.118	329.608	541.187	170.214	201.303	401.110	164.948	202.057	422.106	165.212	221.293	398.331	165.090
6328	12.65400	345.461	538.354	169.783	347.340	553.639	170.088	329.447	540.922	170.304	200.911	401.046	164.924	202.195	422.008	165.208	220.978	397.829	165.136
6329	12.65600	345.370	538.434	169.769	346.958	553.760	170.084	329.307	540.667	170.253	200.700	400.937	164.963	202.344	421.921	165.251	220.593	397.391	165.190
6330	12.65800	345.309	538.540	169.769	346.407	553.917	170.049	329.213	540.446	170.139	200.542	400.859	164.965	202.490	421.823	165.248	220.296	396.950	165.099
6331	12.66000	345.263	538.636	169.753	346.063	554.038	170.137	329.144	540.190	170.182	200.242	400.769	164.971	202.595	421.729	165.215	219.967	396.502	165.170
6332	12.66200	345.195	538.723	169.749	345.642	554.124	170.098	329.075	539.916	170.287	199.932	400.717	164.974	202.714	421.626	165.169	219.652	396.031	165.179
6333	12.66400	345.165	538.846	169.749	345.244	554.211	170.062	329.005	539.669	170.314	199.683	400.628	164.950	202.803	421.496	165.139	219.253	395.606	165.137
6334	12.66600	345.119	538.960	169.764	344.847	554.298	170.060	328.926	539.423	170.154	199.412	400.547	164.940	202.936	421.347	165.173	218.898	395.144	165.129
6335	12.66800	345.074	539.074	169.811	344.395	554.366	170.022	328.840	539.176	170.121	199.132	400.457	164.916	203.069	421.179	165.209	218.570	394.684	165.185
6336	12.67000	345.021	539.153	169.858	344.035	554.481	169.974	328.778	538.903	170.196	198.902	400.385	164.920	203.184	421.013	165.214	218.148	394.261	165.143
6337	12.67200	344.952	539.224	169.859	343.569	554.540	170.014	328.717	538.638	170.287	198.632	400.296	164.927	203.284	420.857	165.234	217.768	393.825	165.117
6338	12.67400	344.822	539.312	169.829	343.217	554.617	170.024	328.647	538.383	170.239	198.348	400.216	164.948	203.366	420.690	165.208	217.440	393.392	165.185
6339	12.67600	344.746	539.391	169.813	342.796	554.678	170.007	328.568	538.119	170.173	198.112	400.128	164.987	203.481	420.506	165.216	216.987	392.954	165.096
6340	12.67800	344.685	539.496	169.811	342.405	554.710	170.059	328.529	537.890	170.171	197.859	400.055	164.990	203.574	420.321	165.222	216.602	392.540	165.131
6341	12.68000	344.624	539.584	169.779	342.008	554.763	170.058	328.498	537.661	170.232	197.589	399.967	164.998	203.730	420.126	165.245	216.218	392.085	165.138
6342	12.68200	344.548	539.672	169.779	341.640	554.778	170.081	328.466	537.378	170.229	197.318	399.886	164.988	203.844	419.914	165.239	215.789	391.705	165.106
6343	12.68400	344.487	539.760	169.810	341.219	554.803	170.091	328.427	537.114	170.226	197.054	399.824	164.976	203.931	419.722	165.201	215.375	391.260	165.127
6344	12.68600	344.403	539.857	169.826	340.844	554.810	170.102	328.426	536.885	170.224	196.775	399.749	164.948	204.013	419.527	165.193	214.953	390.836	165.179
6345	12.68800	344.358	539.962	169.858	340.469	554.826	170.095	328.447	536.674	170.192	196.519	399.670	164.939	204.138	419.299	165.220	214.494	390.480	165.127
6346	12.69000	344.297	540.068	169.859	340.048	554.807	170.118	328.461	536.409	170.160	196.256	399.606	164.927	204.253	419.062	165.233	214.061	390.053	165.115
6347	12.69200	344.244	540.182	169.874	339.688	554.815	170.067	328.453	536.127	170.220	195.995	399.515	164.933	204.355	418.823	165.245	213.640	389.647	165.165
6348	12.69400	344.191	540.305	169.874	339.290	554.786	170.105	328.460	535.872	170.236	195.711	399.436	164.954	204.421	418.596	165.242	213.174	389.264	165.132
6349	12.69600	344.137	540.410	169.874	338.907	554.767	170.099	328.528	535.661	170.236	195.458	399.374	164.973	204.510	418.365	165.207	212.719	388.863	165.132
6350	12.69800	344.077	540.507	169.859	338.547	554.766	170.063	328.579	535.424	170.158	195.203	399.292	164.963	204.612	418.099	165.237	212.267	388.457	165.181
6351	12.70000	343.985	540.595	169.858	338.141	554.712	170.054	328.617	535.168	170.171	194.918	399.202	164.969	204.720	417.851	165.235	211.778	388.092	165.146
6352	12.70200	343.939	540.683	169.859	337.781	554.693	170.049	328.662	534.921	170.203	194.670	399.122	164.960	204.789	417.597	165.250	211.336	387.708	165.114
6353	12.70400	343.871	540.771	169.858	337.444	554.657	170.043	328.730	534.684	170.220	194.409	399.050	164.964	204.866	417.324	165.267	210.831	387.293	165.179
6354	12.70600	343.802	540.841	169.857	337.076	554.593	170.050	328.813	534.464	170.174	194.143	398.967	164.923	204.932	417.040	165.237	210.367	386.936	165.158
6355	12.70800	343.734	540.929	169.857	336.708	554.567	169.999	328.873	534.227	170.127	193.873	398.913	164.925	205.008	416.775	165.237	209.863	386.571	165.123
6356	12.71000	343.657	541.026	169.842	336.340	554.494	170.020	328.956	534.007	170.144	193.612	398.841	164.929	205.062	416.502	165.253	209.387	386.189	165.153
6357	12.71200	343.581	541.131	169.842	335.996	554.431	170.030	329.055	533.779	170.176	193.339	398.769	164.903	205.103	416.201	165.195	208.876	385.827	165.151
6358	12.71400	343.520	541.228	169.827	335.651	554.351	170.008	329.138	533.550	170.177	193.087	398.688	164.924	205.166	415.903	165.231	208.380	385.495	165.110
6359	12.71600	343.452	541.316	169.827	335.260	554.253	170.013	329.229	533.330	170.131	192.811	398.608	164.945	205.220	415.601	165.234	207.889	385.140	165.152
6360	12.71800	343.391	541.394	169.873	334.930	554.147	169.976	329.351	533.102	170.133	192.565	398.519	164.952	205.251	415.309	165.159	207.357	384.757	165.150
6361	12.72000	343.345	541.482	169.873	334.623	554.058	169.970	329.472	532.891	170.135	192.295	398.430	164.959	205.298	414.983	165.182	206.828	384.435	165.093
6362	12.72200	343.292	541.570	169.873	334.247	553.933	169.959	329.586	532.689	170.121	192.032	398.365	164.946	205.354	414.648	165.221	206.302	384.095	165.070
6363	12.72400	343.231	541.676	169.906	333.917	553.853	169.906	329.754	532.504	170.108	191.764	398.285	164.967	205.372	414.338	165.180	205.773	383.741	165.112
6364	12.72600	343.178	541.773	169.890	333.572	553.728	169.930	329.883	532.293	170.109	191.478	398.203	164.957	205.393	414.018	165.154	205.234	383.402	165.119
6365	12.72800	343.110	541.887	169.906	333.288	553.621	169.889	330.020	532.091	170.096	191.229	398.130	164.930	205.418	413.666	165.195	204.683	383.088	165.076
