NO_OF_FRAMES	5700
NO_OF_CAMERAS	2
NO_OF_MARKERS	15
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-21, 21:15:25.973	961859.55993530
DATA_INCLUDED	3D
MARKER_NAMES	a396_1g	ax	ay	b31_6g	bx	by	c27_7g	cx	cy	d14_6g	dx	dy	e5_9g	ex	ey
TRAJECTORY_TYPES	Mixed	Mixed	Mixed	Measured	Measured	Measured	Mixed	Mixed	Mixed	Measured	Mixed	Measured	Measured	Measured	Measured
Frame	Time	a396_1g X	a396_1g Y	a396_1g Z	ax X	ax Y	ax Z	ay X	ay Y	ay Z	b31_6g X	b31_6g Y	b31_6g Z	bx X	bx Y	bx Z	by X	by Y	by Z	c27_7g X	c27_7g Y	c27_7g Z	cx X	cx Y	cx Z	cy X	cy Y	cy Z	d14_6g X	d14_6g Y	d14_6g Z	dx X	dx Y	dx Z	dy X	dy Y	dy Z	e5_9g X	e5_9g Y	e5_9g Z	ex X	ex Y	ex Z	ey X	ey Y	ey Z	
36200	72.39800	248.381	727.709	172.372	216.739	717.664	171.149	257.815	694.491	170.641	398.011	291.290	165.009	377.796	296.297	165.754	394.755	271.058	165.108	291.548	174.892	164.871	271.283	174.383	165.130	294.143	153.926	165.205	524.990	512.185	165.544	545.439	520.540	165.747	516.490	533.935	165.487	466.992	479.351	162.076	447.613	484.263	165.938	463.543	460.105	165.785
36201	72.40000	248.466	727.632	172.375	217.358	716.022	171.155	259.568	694.932	170.647	397.543	291.303	164.965	377.283	296.294	165.744	394.105	271.030	165.126	291.798	174.721	164.877	271.538	174.365	165.133	294.206	153.691	165.269	524.756	512.395	165.505	545.308	520.582	165.730	516.408	534.192	165.468	467.333	479.670	162.066	447.879	484.670	166.019	463.803	460.444	165.856
36202	72.40200	248.559	727.562	172.393	218.071	714.405	171.186	261.235	695.450	170.648	396.935	291.268	164.994	376.713	296.267	165.757	393.663	271.004	165.134	292.144	174.463	164.831	271.750	174.336	165.152	294.213	153.430	165.273	524.583	512.581	165.512	545.191	520.607	165.744	516.361	534.434	165.417	467.624	479.983	162.131	448.345	485.097	165.971	464.005	460.789	165.850
36203	72.40400	248.620	727.484	172.395	218.821	712.786	171.218	262.865	696.018	170.686	396.438	291.253	164.938	376.201	296.262	165.714	392.997	270.976	165.151	292.470	174.168	164.793	272.152	174.295	165.082	294.241	153.123	165.195	524.444	512.724	165.535	545.065	520.652	165.756	516.404	534.665	165.356	467.969	480.320	162.055	448.631	485.468	165.959	464.246	461.106	165.802
36204	72.40600	248.683	727.411	172.444	219.653	711.240	171.205	264.495	696.714	170.656	395.853	291.235	164.965	375.631	296.244	165.741	392.563	270.949	165.161	292.649	173.917	164.862	272.446	174.283	165.097	294.311	152.890	165.207	524.233	512.882	165.560	544.948	520.670	165.753	516.323	534.897	165.408	468.308	480.629	162.062	448.950	485.885	166.056	464.514	461.453	165.858
36205	72.40800	248.729	727.316	172.442	220.581	709.710	171.232	266.080	697.442	170.661	395.333	291.211	164.895	375.118	296.239	165.699	391.883	270.907	165.214	292.926	173.735	164.963	272.674	174.277	165.143	294.390	152.665	165.284	524.041	513.092	165.586	544.798	520.706	165.780	516.296	535.133	165.457	468.610	480.923	162.066	449.401	486.294	166.009	464.758	461.800	165.914
36206	72.41000	248.804	727.221	172.440	221.558	708.251	171.210	267.605	698.266	170.667	394.792	291.213	164.951	374.556	296.221	165.725	391.411	270.890	165.233	293.216	173.450	164.856	272.952	174.221	165.133	294.398	152.330	165.252	523.857	513.275	165.596	544.656	520.714	165.793	516.224	535.374	165.436	468.928	481.262	162.051	449.698	486.693	166.074	464.991	462.118	165.896
36207	72.41200	248.881	727.160	172.444	222.605	706.810	171.195	269.099	699.162	170.654	394.233	291.183	164.929	374.014	296.206	165.668	390.749	270.865	165.283	293.551	173.173	164.760	273.394	174.225	165.089	294.452	152.077	165.239	523.630	513.478	165.572	544.517	520.723	165.774	516.221	535.606	165.435	469.300	481.588	162.028	450.018	487.100	166.157	465.237	462.472	165.907
36208	72.41400	248.965	727.089	172.462	223.739	705.438	171.196	270.549	700.151	170.673	393.672	291.163	164.924	373.460	296.181	165.712	390.303	270.835	165.259	293.817	172.986	164.827	273.619	174.217	165.134	294.523	151.872	165.258	523.474	513.664	165.549	544.369	520.756	165.804	516.256	535.835	165.407	469.588	481.881	162.001	450.431	487.518	166.094	465.474	462.819	165.963
36209	72.41600	249.057	727.018	172.481	224.927	704.118	171.210	271.913	701.169	170.651	393.151	291.151	164.900	372.932	296.185	165.684	389.691	270.825	165.274	294.038	172.748	164.912	273.803	174.174	165.108	294.576	151.641	165.219	523.303	513.824	165.540	544.239	520.791	165.802	516.219	536.062	165.408	469.912	482.194	162.035	450.767	487.917	166.159	465.729	463.129	165.961
36210	72.41800	249.126	726.947	172.499	226.186	702.878	171.227	273.300	702.290	170.645	392.574	291.114	164.899	372.378	296.158	165.696	389.176	270.805	165.263	294.358	172.431	164.848	274.233	174.147	165.107	294.612	151.345	165.154	523.111	513.982	165.565	544.092	520.817	165.814	516.190	536.300	165.424	470.245	482.539	162.008	451.073	488.297	166.196	465.968	463.466	165.972
36211	72.42000	249.196	726.860	172.514	227.496	701.683	171.205	274.522	703.436	170.661	392.074	291.121	164.904	371.856	296.148	165.705	388.534	270.777	165.279	294.723	172.183	164.814	274.568	174.154	165.093	294.638	151.104	165.237	522.922	514.165	165.577	543.951	520.851	165.812	516.140	536.531	165.422	470.571	482.842	161.998	451.488	488.723	166.088	466.200	463.820	165.982
36212	72.42200	249.291	726.795	172.582	228.858	700.530	171.177	275.729	704.644	170.674	391.475	291.076	164.919	371.295	296.118	165.685	388.067	270.758	165.270	294.928	172.011	164.873	274.798	174.121	165.133	294.696	150.883	165.346	522.673	514.367	165.554	543.803	520.878	165.793	516.133	536.735	165.468	470.873	483.126	161.988	451.794	489.123	166.153	466.425	464.156	165.963
36213	72.42400	249.351	726.709	172.566	230.277	699.466	171.168	276.865	705.942	170.641	390.976	291.071	164.879	370.766	296.108	165.693	387.452	270.728	165.255	295.108	171.741	164.836	275.077	174.104	165.114	294.757	150.619	165.321	522.520	514.562	165.577	543.668	520.895	165.791	516.168	536.973	165.394	471.182	483.489	161.992	452.126	489.520	166.128	466.696	464.475	165.946
36214	72.42600	249.437	726.636	172.615	231.765	698.463	171.155	277.950	707.292	170.618	390.399	291.036	164.909	370.220	296.090	165.719	386.999	270.725	165.244	295.553	171.472	164.806	275.462	174.066	165.100	294.786	150.381	165.300	522.376	514.747	165.525	543.516	520.920	165.773	516.152	537.237	165.364	471.545	483.800	161.998	452.527	489.937	166.005	466.907	464.820	165.910
36215	72.42800	249.538	726.573	172.652	233.260	697.538	171.141	278.965	708.648	170.612	389.878	291.031	164.867	369.682	296.070	165.714	386.368	270.705	165.240	295.832	171.246	164.882	275.790	174.070	165.107	294.889	150.180	165.246	522.196	514.923	165.518	543.385	520.944	165.788	516.123	537.456	165.350	471.853	484.085	162.020	452.825	490.309	166.057	467.117	465.173	165.890
36216	72.43000	249.650	726.499	172.734	234.842	696.693	171.129	279.888	710.087	170.544	389.322	291.007	164.914	369.145	296.042	165.726	385.844	270.685	165.232	296.079	170.982	164.909	276.020	174.026	165.134	294.974	149.950	165.290	521.972	515.056	165.557	543.252	520.962	165.816	516.074	537.670	165.379	472.196	484.422	161.978	453.144	490.732	165.985	467.365	465.492	165.873
36217	72.43200	249.744	726.437	172.771	236.399	695.922	171.068	280.745	711.550	170.530	388.786	290.984	164.874	368.591	296.042	165.748	385.270	270.672	165.211	296.352	170.736	164.876	276.341	173.987	165.089	295.043	149.700	165.309	521.772	515.247	165.585	543.120	520.996	165.846	516.056	537.855	165.427	472.503	484.767	162.015	453.533	491.123	165.942	467.606	465.828	165.854
36218	72.43400	249.859	726.383	172.793	238.068	695.223	171.097	281.548	713.053	170.539	388.230	290.959	164.921	368.069	296.022	165.742	384.745	270.662	165.218	296.694	170.521	164.830	276.753	173.982	165.115	295.112	149.466	165.322	521.587	515.466	165.563	542.963	521.038	165.859	516.045	538.086	165.396	472.812	485.043	162.021	453.861	491.514	166.023	467.823	466.182	165.834
36219	72.43600	249.928	726.322	172.798	239.719	694.617	171.051	282.221	714.605	170.482	387.702	290.945	164.864	367.506	296.004	165.769	384.213	270.642	165.215	296.926	170.280	164.830	277.033	173.916	165.116	295.171	149.251	165.275	521.428	515.634	165.603	542.789	521.054	165.888	516.045	538.350	165.366	473.165	485.337	162.059	454.201	491.919	165.985	468.077	466.500	165.849
36220	72.43800	250.021	726.242	172.830	241.434	694.069	171.061	282.895	716.134	170.483	387.132	290.912	164.926	366.986	295.991	165.745	383.636	270.622	165.209	297.155	170.006	164.844	277.346	173.886	165.136	295.225	149.037	165.229	521.252	515.836	165.551	542.631	521.079	165.871	516.011	538.562	165.335	473.483	485.709	162.048	454.595	492.319	165.989	468.322	466.828	165.878
36221	72.44000	250.089	726.170	172.847	243.143	693.644	171.062	283.423	717.744	170.454	386.617	290.910	164.918	366.416	295.981	165.754	383.104	270.619	165.198	297.516	169.760	164.842	277.700	173.861	165.136	295.301	148.806	165.191	521.058	516.004	165.558	542.487	521.104	165.853	515.974	538.757	165.365	473.754	486.028	162.038	454.921	492.710	166.102	468.554	467.174	165.875
36222	72.44200	250.149	726.126	172.854	244.865	693.255	171.038	283.885	719.367	170.385	386.057	290.872	164.915	365.911	295.971	165.761	382.509	270.599	165.194	297.850	169.527	164.854	278.053	173.810	165.130	295.340	148.600	165.210	520.856	516.161	165.615	542.361	521.121	165.882	515.916	538.941	165.475	474.122	486.296	162.092	455.262	493.124	166.048	468.780	467.527	165.856
36223	72.44400	250.207	726.059	172.810	246.618	693.003	170.961	284.214	721.002	170.346	385.548	290.880	164.922	365.332	295.944	165.775	381.999	270.596	165.183	298.114	169.258	164.848	278.374	173.802	165.176	295.389	148.372	165.255	520.624	516.334	165.613	542.246	521.141	165.908	515.918	539.143	165.524	474.478	486.626	162.098	455.662	493.525	166.083	469.055	467.865	165.901
36224	72.44600	250.276	725.981	172.811	248.392	692.814	170.921	284.517	722.653	170.348	384.980	290.837	164.968	364.821	295.931	165.749	381.442	270.579	165.213	298.355	169.016	164.849	278.694	173.751	165.170	295.444	148.139	165.268	520.444	516.520	165.652	542.093	521.183	165.891	515.944	539.382	165.480	474.712	486.978	162.057	455.983	493.907	166.151	469.284	468.185	165.945
36225	72.44800	250.351	725.882	172.837	250.239	692.639	170.948	284.868	724.267	170.303	384.435	290.825	164.945	364.266	295.921	165.759	380.930	270.574	165.167	298.654	168.784	164.861	279.049	173.726	165.170	295.490	147.929	165.255	520.334	516.688	165.662	541.873	521.197	165.921	515.949	539.630	165.418	475.067	487.264	162.079	456.334	494.339	166.065	469.502	468.555	165.926
36226	72.45000	250.527	725.782	172.830	251.945	692.608	170.969	284.933	725.966	170.382	383.920	290.800	164.988	363.754	295.900	165.752	380.312	270.546	165.183	298.946	168.536	164.829	279.418	173.696	165.190	295.551	147.738	165.266	520.108	516.899	165.592	541.712	521.196	165.919	515.889	539.835	165.401	475.445	487.558	162.086	456.719	494.740	166.098	469.739	468.883	165.956
36227	72.45200	250.632	725.730	172.819	253.747	692.639	170.954	285.027	727.612	170.310	383.328	290.777	164.951	363.175	295.892	165.792	379.829	270.551	165.151	299.245	168.287	164.848	279.714	173.652	165.165	295.597	147.529	165.254	519.937	517.093	165.586	541.543	521.221	165.901	515.836	540.010	165.463	475.687	487.893	162.046	457.047	495.103	166.169	470.016	469.213	165.985
36228	72.45400	250.699	725.688	172.796	255.536	692.748	170.967	284.956	729.267	170.256	382.867	290.762	165.010	362.670	295.865	165.804	379.213	270.523	165.167	299.539	168.054	164.860	280.075	173.622	165.185	295.651	147.302	165.248	519.684	517.238	165.599	541.407	521.258	165.865	515.815	540.185	165.559	476.022	488.222	162.020	457.407	495.544	166.068	470.250	469.549	165.966
36229	72.45600	250.849	725.665	172.888	257.286	692.981	170.938	284.922	730.922	170.282	382.268	290.740	164.972	362.107	295.847	165.831	378.783	270.528	165.137	299.828	167.801	164.848	280.453	173.603	165.166	295.713	147.106	165.279	519.481	517.398	165.623	541.315	521.286	165.908	515.831	540.388	165.577	476.387	488.516	161.995	457.792	495.928	166.102	470.469	469.928	165.901
36230	72.45800	251.003	725.602	172.925	259.030	693.236	170.817	284.730	732.600	170.254	381.769	290.695	164.987	361.604	295.836	165.837	378.132	270.508	165.134	300.095	167.542	164.855	280.773	173.559	165.141	295.774	146.922	165.271	519.351	517.601	165.695	541.227	521.307	165.903	515.871	540.645	165.470	476.673	488.799	161.989	458.104	496.281	166.159	470.725	470.239	165.900
36231	72.46000	251.107	725.542	172.898	260.752	693.626	170.814	284.451	734.232	170.230	381.199	290.702	164.993	361.033	295.817	165.833	377.723	270.495	165.108	300.387	167.311	164.816	281.123	173.520	165.149	295.857	146.711	165.258	519.229	517.778	165.720	540.964	521.327	165.919	515.843	540.886	165.391	477.001	489.164	161.961	458.486	496.723	166.088	470.966	470.557	165.883
36232	72.46200	251.189	725.497	172.904	262.492	694.076	170.838	284.042	735.836	170.216	380.702	290.658	165.007	360.521	295.796	165.826	377.037	270.485	165.119	300.687	167.062	164.835	281.503	173.484	165.136	295.948	146.510	165.257	518.999	517.971	165.683	540.771	521.325	165.917	515.794	541.062	165.422	477.324	489.483	161.984	458.853	497.089	166.155	471.202	470.928	165.803
36233	72.46400	251.301	725.471	172.884	264.158	694.643	170.770	283.619	737.441	170.207	380.139	290.658	165.032	359.951	295.776	165.821	376.595	270.472	165.089	300.960	166.816	164.804	281.854	173.456	165.105	295.978	146.316	165.237	518.816	518.157	165.629	540.585	521.350	165.898	515.750	541.228	165.533	477.639	489.750	162.009	459.213	497.452	166.196	471.442	471.255	165.802
36234	72.46600	251.399	725.427	172.891	265.837	695.295	170.781	283.089	739.000	170.204	379.620	290.627	165.009	359.446	295.773	165.811	375.980	270.462	165.105	301.244	166.577	164.836	282.182	173.410	165.132	296.047	146.143	165.242	518.592	518.357	165.640	540.458	521.403	165.833	515.770	541.420	165.630	477.867	490.017	161.969	459.469	497.831	166.174	471.626	471.514	165.834
36235	72.46800	251.521	725.383	172.899	267.461	696.007	170.785	282.475	740.560	170.203	379.047	290.613	165.070	358.899	295.763	165.820	375.509	270.442	165.091	301.547	166.327	164.855	282.584	173.369	165.139	296.107	145.943	165.242	518.577	518.638	165.731	540.463	521.528	165.767	515.941	541.792	165.482	477.744	490.060	161.950	459.429	497.964	166.214	471.493	471.595	165.999
36236	72.47000	251.641	725.364	172.896	269.041	696.815	170.789	281.824	742.048	170.220	378.567	290.590	165.030	358.372	295.750	165.795	374.954	270.432	165.110	301.851	166.068	164.863	282.952	173.328	165.146	296.213	145.759	165.235	518.621	518.955	165.728	540.508	521.697	165.688	516.074	542.131	165.360	477.699	490.123	162.056	459.357	498.088	166.145	471.325	471.710	166.099
36237	72.47200	251.724	725.330	172.890	270.481	697.674	170.798	281.036	743.508	170.247	377.973	290.572	165.058	357.824	295.733	165.822	374.443	270.428	165.090	302.128	165.825	164.863	283.301	173.279	165.142	296.276	145.569	165.248	518.603	519.250	165.642	540.522	521.830	165.671	516.271	542.395	165.490	477.633	490.185	162.130	459.268	498.203	166.091	471.183	471.790	166.169
36238	72.47400	251.814	725.295	172.882	271.907	698.601	170.820	280.183	744.936	170.234	377.498	290.562	165.065	357.297	295.712	165.815	373.800	270.408	165.089	302.420	165.598	164.857	283.695	173.237	165.149	296.345	145.396	165.253	518.578	519.523	165.685	540.513	521.970	165.702	516.438	542.672	165.540	477.583	490.238	162.190	459.188	498.317	166.008	471.041	471.896	166.223
36239	72.47600	251.915	725.278	172.846	273.338	699.638	170.768	279.301	746.310	170.245	376.898	290.525	165.064	356.741	295.702	165.825	373.387	270.391	165.112	302.718	165.358	164.806	284.079	173.186	165.144	296.398	145.219	165.227	518.551	519.795	165.730	540.513	522.144	165.733	516.607	543.066	165.325	477.533	490.292	162.249	459.111	498.413	166.020	470.886	471.967	166.247
36240	72.47800	252.021	725.246	172.810	274.652	700.700	170.769	278.320	747.632	170.245	376.445	290.525	165.086	356.221	295.692	165.832	372.706	270.371	165.109	302.984	165.103	164.846	284.436	173.164	165.146	296.468	145.029	165.239	518.562	520.105	165.679	540.491	522.303	165.794	516.660	543.319	165.377	477.470	490.345	162.276	459.053	498.493	166.094	470.783	472.038	166.303
36241	72.48000	252.126	725.211	172.804	275.949	701.839	170.767	277.234	748.893	170.248	375.814	290.487	165.085	355.667	295.672	165.827	372.361	270.371	165.131	303.252	164.844	164.853	284.821	173.085	165.134	296.514	144.856	165.245	518.582	520.407	165.579	540.488	522.445	165.821	516.728	543.544	165.572	477.391	490.398	162.304	458.998	498.572	166.107	470.698	472.099	166.314
36242	72.48200	252.224	725.213	172.775	277.201	703.059	170.735	276.124	750.107	170.287	375.348	290.485	165.073	355.162	295.671	165.848	371.649	270.343	165.144	303.594	164.593	164.873	285.205	173.067	165.115	296.573	144.673	165.238	518.507	520.662	165.622	540.466	522.552	165.819	516.908	543.855	165.562	477.314	490.451	162.301	458.935	498.642	166.135	470.590	472.152	166.309
36243	72.48400	252.307	725.179	172.769	278.361	704.323	170.695	274.952	751.272	170.286	374.746	290.457	165.088	354.584	295.651	165.843	371.204	270.340	165.130	303.868	164.347	164.841	285.588	173.000	165.117	296.665	144.516	165.237	518.473	520.942	165.714	540.466	522.666	165.896	517.035	544.228	165.411	477.223	490.512	162.281	458.890	498.730	166.131	470.486	472.212	166.257
36244	72.48600	252.390	725.188	172.756	279.478	705.615	170.753	273.710	752.341	170.277	374.273	290.444	165.061	354.079	295.638	165.819	370.597	270.320	165.129	304.149	164.105	164.843	285.966	172.963	165.156	296.742	144.362	165.268	518.483	521.227	165.678	540.450	522.807	165.926	517.202	544.513	165.446	477.150	490.564	162.216	458.845	498.827	166.112	470.383	472.273	166.174
36245	72.48800	252.495	725.166	172.706	280.511	706.980	170.764	272.429	753.356	170.288	373.686	290.417	165.078	353.502	295.620	165.845	370.116	270.300	165.119	304.432	163.875	164.805	286.347	172.915	165.100	296.803	144.179	165.261	518.485	521.547	165.609	540.466	522.983	165.988	517.342	544.758	165.670	477.063	490.625	162.133	458.792	498.906	166.092	470.280	472.333	166.090
36246	72.49000	252.576	725.144	172.656	281.481	708.394	170.707	271.082	754.318	170.320	373.175	290.404	165.050	352.997	295.597	165.806	369.560	270.288	165.103	304.726	163.609	164.832	286.740	172.841	165.120	296.865	144.030	165.241	518.448	521.792	165.669	540.482	523.141	166.049	517.503	545.023	165.707	476.975	490.659	162.068	458.756	498.994	166.058	470.172	472.393	165.976
36247	72.49200	252.667	725.137	172.640	282.352	709.821	170.684	269.709	755.176	170.328	372.596	290.387	165.080	352.442	295.597	165.830	369.027	270.259	165.109	305.017	163.366	164.833	287.128	172.802	165.129	296.940	143.857	165.247	518.441	522.081	165.779	540.490	523.283	166.111	517.658	545.389	165.479	476.886	490.711	162.003	458.700	499.064	166.087	470.070	472.444	165.877
36248	72.49400	252.757	725.122	172.608	283.155	711.308	170.687	268.261	755.994	170.311	372.099	290.382	165.036	351.930	295.567	165.809	368.441	270.239	165.107	305.308	163.117	164.854	287.498	172.740	165.110	297.017	143.707	165.227	518.437	522.382	165.774	540.514	523.427	166.076	517.712	545.633	165.548	476.818	490.755	161.984	458.653	499.135	166.115	469.991	472.487	165.794
36249	72.49600	252.840	725.107	172.575	283.915	712.856	170.690	266.797	756.745	170.357	371.513	290.354	165.050	351.367	295.564	165.800	367.963	270.212	165.118	305.599	162.864	164.842	287.927	172.673	165.113	297.093	143.544	165.246	518.460	522.695	165.658	540.483	523.552	166.010	517.875	545.898	165.678	476.750	490.816	161.964	458.619	499.205	166.174	469.902	472.530	165.744
36250	72.49800	252.936	725.102	172.529	284.580	714.386	170.688	265.255	757.389	170.330	371.031	290.352	165.039	350.847	295.544	165.794	367.340	270.209	165.108	305.865	162.618	164.811	288.302	172.612	165.095	297.169	143.390	165.193	518.410	522.976	165.687	540.449	523.691	165.916	518.051	546.211	165.575	476.674	490.870	161.960	458.569	499.285	166.249	469.794	472.565	165.740
36251	72.50000	253.012	725.088	172.497	285.142	715.985	170.704	263.722	757.956	170.380	370.439	290.314	165.038	350.294	295.533	165.802	366.915	270.185	165.154	306.164	162.375	164.813	288.692	172.549	165.129	297.252	143.223	165.180	518.405	523.238	165.781	540.436	523.816	165.851	518.204	546.586	165.330	476.618	490.905	161.989	458.535	499.356	166.308	469.702	472.626	165.750
36252	72.50200	253.089	725.081	172.482	285.641	717.575	170.701	262.173	758.466	170.401	369.955	290.321	165.043	349.771	295.523	165.810	366.264	270.156	165.165	306.472	162.122	164.801	289.106	172.484	165.079	297.328	143.073	165.160	518.400	523.541	165.682	540.468	523.993	165.757	518.350	546.799	165.397	476.562	490.958	162.017	458.487	499.436	166.351	469.607	472.696	165.777
36253	72.50400	253.196	725.058	172.464	286.049	719.219	170.681	260.576	758.880	170.414	369.355	290.294	165.055	349.233	295.501	165.773	365.799	270.139	165.191	306.747	161.863	164.809	289.513	172.410	165.100	297.403	142.933	165.153	518.440	523.852	165.600	540.502	524.135	165.756	518.479	547.041	165.532	476.499	491.011	162.044	458.431	499.515	166.393	469.499	472.758	165.787
36254	72.50600	253.294	725.060	172.436	286.449	720.848	170.735	258.974	759.194	170.483	368.865	290.281	165.030	348.704	295.510	165.809	365.199	270.129	165.200	307.053	161.604	164.818	289.927	172.349	165.082	297.487	142.773	165.120	518.373	524.124	165.644	540.495	524.268	165.770	518.614	547.398	165.382	476.429	491.056	162.057	458.384	499.586	166.421	469.390	472.810	165.814
36255	72.50800	253.378	725.043	172.433	286.665	722.473	170.713	257.360	759.444	170.473	368.303	290.271	165.040	348.166	295.487	165.772	364.699	270.094	165.229	307.313	161.361	164.819	290.318	172.282	165.084	297.571	142.627	165.132	518.342	524.387	165.736	540.483	524.408	165.832	518.691	547.690	165.309	476.358	491.109	162.084	458.337	499.665	166.433	469.287	472.873	165.855
36256	72.51000	253.458	725.060	172.471	286.819	724.156	170.717	255.653	759.584	170.565	367.782	290.248	165.002	347.629	295.479	165.811	364.159	270.077	165.261	307.603	161.125	164.802	290.748	172.227	165.047	297.664	142.490	165.156	518.379	524.689	165.671	540.470	524.567	165.861	518.883	547.912	165.392	476.280	491.152	162.098	458.275	499.744	166.445	469.188	472.943	165.849
36257	72.51200	253.483	725.054	172.458	286.895	725.827	170.696	253.979	759.660	170.614	367.251	290.249	165.026	347.107	295.466	165.788	363.608	270.049	165.269	307.917	160.856	164.797	291.153	172.161	165.049	297.748	142.343	165.168	518.373	525.000	165.588	540.440	524.716	165.875	519.045	548.176	165.554	476.204	491.205	162.094	458.217	499.823	166.395	469.065	473.005	165.858
36258	72.51400	253.534	725.066	172.413	286.950	727.514	170.788	252.386	759.632	170.641	366.699	290.228	165.018	346.577	295.456	165.796	363.097	270.039	165.282	308.194	160.629	164.792	291.560	172.104	165.064	297.824	142.215	165.174	518.328	525.255	165.664	540.417	524.849	165.826	519.203	548.524	165.421	476.127	491.258	162.090	458.148	499.911	166.391	468.925	473.083	165.867
36259	72.51600	253.582	725.061	172.333	286.807	729.137	170.771	250.740	759.522	170.723	366.168	290.208	165.014	346.039	295.446	165.804	362.529	270.011	165.291	308.495	160.363	164.819	291.982	172.038	165.014	297.931	142.096	165.193	518.300	525.536	165.788	540.404	524.990	165.825	519.352	548.853	165.318	476.052	491.310	162.057	458.058	500.016	166.356	468.820	473.153	165.831
36260	72.51800	253.657	725.020	172.310	286.606	730.799	170.811	249.019	759.323	170.667	365.631	290.198	165.021	345.503	295.433	165.780	361.958	269.991	165.287	308.775	160.111	164.809	292.420	171.965	165.036	298.022	141.966	165.198	518.304	525.838	165.659	540.388	525.122	165.809	519.475	549.024	165.452	475.961	491.362	162.022	458.006	500.104	166.321	468.713	473.223	165.825
36261	72.52000	253.716	725.012	172.293	286.376	732.438	170.835	247.440	759.053	170.737	365.086	290.175	164.984	344.965	295.422	165.788	361.483	269.974	165.316	309.061	159.862	164.830	292.793	171.901	164.986	298.169	141.819	165.210	518.290	526.140	165.593	540.382	525.272	165.824	519.600	549.291	165.580	475.893	491.424	162.002	457.939	500.183	166.271	468.598	473.293	165.818
36262	72.52200	253.804	725.025	172.360	285.972	734.079	170.870	245.813	758.704	170.726	364.563	290.175	165.006	344.435	295.410	165.765	360.889	269.953	165.308	309.361	159.621	164.780	293.271	171.816	164.995	298.260	141.703	165.177	518.262	526.412	165.669	540.398	525.413	165.855	519.729	549.637	165.479	475.825	491.468	161.983	457.873	500.280	166.219	468.491	473.346	165.813
36263	72.52400	253.876	725.008	172.392	285.572	735.674	170.871	244.170	758.246	170.752	364.010	290.145	164.987	343.906	295.399	165.773	360.436	269.937	165.339	309.667	159.372	164.802	293.645	171.749	164.996	298.336	141.580	165.163	518.237	526.675	165.762	540.345	525.549	165.895	519.826	549.942	165.327	475.754	491.503	162.012	457.829	500.368	166.185	468.390	473.417	165.838
36264	72.52600	253.906	724.990	172.388	285.057	737.221	170.909	242.629	757.736	170.800	363.495	290.145	165.010	343.368	295.389	165.781	359.790	269.918	165.361	309.942	159.109	164.778	294.122	171.655	164.993	298.404	141.457	165.149	518.242	526.987	165.648	540.336	525.700	165.909	520.005	550.171	165.396	475.687	491.555	161.978	457.768	500.455	166.181	468.268	473.495	165.816
36265	72.52800	253.966	724.963	172.398	284.441	738.796	170.906	241.009	757.122	170.787	362.935	290.124	165.003	342.831	295.386	165.770	359.252	269.891	165.374	310.219	158.860	164.799	294.513	171.587	164.994	298.494	141.317	165.143	518.232	527.296	165.600	540.277	525.852	165.888	520.160	550.381	165.528	475.617	491.599	161.991	457.715	500.544	166.177	468.153	473.548	165.811
36266	72.53000	254.050	724.949	172.367	283.765	740.283	170.918	239.519	756.422	170.824	362.420	290.112	164.980	342.309	295.378	165.810	358.751	269.891	165.398	310.518	158.618	164.802	294.931	171.499	165.024	298.609	141.204	165.141	518.210	527.569	165.707	540.217	525.993	165.824	520.310	550.737	165.443	475.548	491.653	161.987	457.662	500.614	166.174	468.046	473.601	165.804
36267	72.53200	254.134	724.942	172.352	283.021	741.751	170.958	238.002	755.658	170.858	361.852	290.104	165.019	341.772	295.365	165.786	358.168	269.856	165.426	310.817	158.358	164.811	295.382	171.429	165.024	298.717	141.084	165.159	518.184	527.815	165.769	540.198	526.143	165.777	520.414	551.039	165.325	475.470	491.697	161.998	457.607	500.694	166.186	467.945	473.662	165.815
36268	72.53400	254.219	724.942	172.354	282.190	743.204	170.933	236.546	754.820	170.863	361.330	290.081	164.982	341.219	295.354	165.794	357.696	269.846	165.439	311.085	158.122	164.793	295.790	171.342	165.054	298.808	140.967	165.126	518.166	528.135	165.640	540.170	526.284	165.776	520.550	551.225	165.376	475.401	491.732	161.996	457.538	500.773	166.197	467.828	473.715	165.842
36269	72.53600	254.274	724.941	172.386	281.280	744.556	170.998	235.135	753.900	170.896	360.792	290.064	165.008	340.697	295.334	165.788	357.067	269.835	165.443	311.409	157.879	164.796	296.266	171.251	165.028	298.920	140.846	165.113	518.156	528.453	165.608	540.170	526.427	165.773	520.715	551.479	165.494	475.309	491.784	161.993	457.477	500.843	166.194	467.713	473.767	165.837
36270	72.53800	254.338	724.946	172.435	280.311	745.896	170.966	233.734	752.907	170.866	360.255	290.051	164.984	340.151	295.341	165.793	356.537	269.812	165.406	311.668	157.627	164.785	296.658	171.180	165.052	299.011	140.743	165.125	518.149	528.716	165.732	540.158	526.569	165.834	520.837	551.798	165.471	475.233	491.828	161.974	457.423	500.931	166.191	467.613	473.829	165.847
